STR_CODE,STR_NAME,STR_TYPE,FULL_NAME,STR_STATUS,PST_CLASS,OWN,DATE_ACCEPT,SOURCE,FDMID,OLD_FDMID,GSA_NAME,DATE_ACT,SYS_DATE,SHAPE_LENGTH,PID,ACQDISTYPE
9999,LORNE,AVE,LORNE AVE,OPEN,LOCAL STREET,HRM,NULL,DM,200002689,0,DARTMOUTH,2001-11-02 00:00:00.0000000,2020-11-09 00:00:00.0000000,81.1694276190637,40945370,NULL
9999,CANTERBURY,ST,CANTERBURY ST,OPEN,LOCAL STREET,HRM,NULL,DM,200000800,0,DARTMOUTH,2001-11-02 00:00:00.0000000,2020-11-09 00:00:00.0000000,65.238183434165,40945503,NULL
9999,ESTELLE,DR,ESTELLE DR,OPEN,LOCAL STREET,HRM,NULL,DM,200001560,0,COLE HARBOUR,2001-10-31 00:00:00.0000000,2022-09-12 18:54:21.0000000,78.2747207784484,40948119,NULL
9999,LISA ANN,DR,LISA ANN DR,OPEN,LOCAL STREET,HRM,2022-06-01 00:00:00.0000000,CA,700000433,7,LAWRENCETOWN,2001-09-28 00:00:00.0000000,2025-01-24 13:14:14.0000000,109.613275319656,40784936,NULL
9999,PRYOR,ST,PRYOR ST,OPEN,LOCAL STREET,HRM,NULL,CA,700000707,300002028,HALIFAX,2001-11-10 00:00:00.0000000,2020-11-09 00:00:00.0000000,199.698433512012,40931131,NULL
9999,VICKY,CRES,VICKY CRES,OPEN,LOCAL STREET,HRM,2003-04-24 00:00:00.0000000,DM,700001996,0,EASTERN PASSAGE,2003-05-07 00:00:00.0000000,2022-09-12 18:54:21.0000000,110.386840297397,41104407,NULL
9999,SASKATOON,DR,SASKATOON DR,OPEN,LOCAL STREET,HRM,NULL,CA,300003516,0,HALIFAX,2001-12-31 00:00:00.0000000,2020-11-09 00:00:00.0000000,680.926878064072,40899882,NULL
9999,BASINVIEW,DR,BASINVIEW DR,OPEN,MINOR COLLECTOR,HRM,2004-03-26 00:00:00.0000000,DM,100000333,0,BEDFORD,2001-09-14 00:00:00.0000000,2020-11-09 00:00:00.0000000,163.804751944185,40917064,NULL
9999,GOLF LINKS,RD,GOLF LINKS RD,OPEN,LOCAL STREET,HRM,NULL,CR,100002306,0,BEDFORD,2001-10-18 00:00:00.0000000,2020-11-09 00:00:00.0000000,240.772850393506,40918104,TRANSFER
9999,MARLWOOD,DR,MARLWOOD DR,OPEN,LOCAL STREET,HRM,NULL,CA,300000064,0,HALIFAX,2001-12-07 00:00:00.0000000,2020-11-09 00:00:00.0000000,108.077499346146,40921017,SUBDIVISION
9999,OLD SACKVILLE,RD,OLD SACKVILLE RD,OPEN,MINOR COLLECTOR,HRM,1999-02-01 00:00:00.0000000,DM,100000132,0,LOWER SACKVILLE,2001-07-12 00:00:00.0000000,2020-11-09 00:00:00.0000000,262.143816508814,40913451,NULL
9999,PRINCE ALBERT,RD,PRINCE ALBERT RD,OPEN,ARTERIAL,HRM,NULL,DM,700004501,0,DARTMOUTH,2001-11-14 00:00:00.0000000,2020-11-09 00:00:00.0000000,6.19501445263063,40944654,NULL
9999,ACADIA,ST,ACADIA ST,OPEN,LOCAL STREET,HRM,NULL,DM,200000683,0,DARTMOUTH,2001-11-06 00:00:00.0000000,2020-11-09 00:00:00.0000000,452.351380933608,40937450,NULL
9999,ATWOOD,TERR,ATWOOD TERR,OPEN,LOCAL STREET,HRM,NULL,DM,100001095,0,BEDFORD,2001-09-18 00:00:00.0000000,2020-11-09 00:00:00.0000000,149.253922377162,40916744,PURCHASE
9999,ST LAURENT,PL,ST LAURENT PL,OPEN,LOCAL STREET,HRM,NULL,CA,300002744,0,HALIFAX,2001-12-28 00:00:00.0000000,2020-11-09 00:00:00.0000000,125.537108913129,40920076,NULL
9999,COW BAY,RD,COW BAY RD,OPEN,MAJOR COLLECTOR,HRM,NULL,CA,200001771,0,EASTERN PASSAGE,2001-09-17 00:00:00.0000000,2022-09-12 18:54:21.0000000,80.0590597183843,40950537,NULL
9999,STEPHEN CROSS,DR,STEPHEN CROSS DR,OPEN,LOCAL STREET,HRM,NULL,DM,200002347,0,DARTMOUTH,2001-10-29 00:00:00.0000000,2022-09-12 18:54:21.0000000,159.549095783481,40946600,NULL
9999,SPRING,AVE,SPRING AVE,OPEN,MINOR COLLECTOR,HRM,NULL,CR,200002353,0,DARTMOUTH,2001-10-29 00:00:00.0000000,2022-09-12 18:54:21.0000000,88.8587705946108,40946626,NULL
9999,FERUZ,CRES,FERUZ CRES,OPEN,LOCAL STREET,HRM,2002-12-20 00:00:00.0000000,DM,700002707,300003427,HALIFAX,2002-06-05 00:00:00.0000000,2022-09-12 18:54:21.0000000,235.997934458721,41092974,NULL
9999,HAMILTON,ST,HAMILTON ST,OPEN,LOCAL STREET,HRM,NULL,DM,300003215,0,BEECHVILLE,2001-12-03 00:00:00.0000000,2022-09-12 18:54:21.0000000,230.001220669534,40898108,NULL
9999,MATHERS,CRT,MATHERS CRT,OPEN,LOCAL STREET,HRM,NULL,DM,300003198,0,TIMBERLEA,2001-12-03 00:00:00.0000000,2022-09-12 18:54:21.0000000,79.5218648861549,40898165,NULL
9999,ASPEN,CRES,ASPEN CRES,OPEN,LOCAL STREET,HRM,NULL,DM,100002166,0,LOWER SACKVILLE,2001-07-13 00:00:00.0000000,2020-11-09 00:00:00.0000000,99.3195275288543,40914152,NULL
9999,MCDOUGALL,AVE,MCDOUGALL AVE,OPEN,LOCAL STREET,HRM,NULL,DM,100001404,0,LOWER SACKVILLE,2001-07-20 00:00:00.0000000,2020-11-09 00:00:00.0000000,126.860291083584,40914392,NULL
9999,YOUNG,ST,YOUNG ST,OPEN,ARTERIAL,HRM,NULL,DM,700006601,0,HALIFAX,2001-10-12 00:00:00.0000000,2020-11-09 00:00:00.0000000,29.6486104282249,40927337,NULL
9999,HEATHLAND,WAY,HEATHLAND WAY,OPEN,LOCAL STREET,HRM,NULL,DM,700007251,200002835,COLE HARBOUR,2010-04-20 00:00:00.0000000,2022-09-12 18:54:21.0000000,37.898670144481,40949745,NULL
9999,MAPLEWOOD,CRT,MAPLEWOOD CRT,OPEN,LOCAL STREET,HRM,NULL,DM,100000721,0,BEAVER BANK,2001-07-18 00:00:00.0000000,2020-11-09 00:00:00.0000000,182.921412991691,40589418,NULL
9999,SPRING,ST,SPRING ST,OPEN,LOCAL STREET,HRM,NULL,DM,100002515,0,BEDFORD,2001-09-17 00:00:00.0000000,2020-11-09 00:00:00.0000000,27.8082611372673,40916629,NULL
9999,AFTON,CRT,AFTON CRT,OPEN,LOCAL STREET,HRM,NULL,DM,700007270,200002843,COLE HARBOUR,2010-04-20 00:00:00.0000000,2022-09-12 18:54:21.0000000,37.6426503324332,40949810,NULL
9999,GANDER,AVE,GANDER AVE,OPEN,LOCAL STREET,HRM,NULL,DM,200002747,0,LAKE LOON,2001-10-03 00:00:00.0000000,2022-09-12 18:54:21.0000000,35.0105220859708,40955676,NULL
9999,CHAMBERLAIN,DR,CHAMBERLAIN DR,OPEN,LOCAL STREET,HRM,NULL,DM,200001586,0,WESTPHAL,2001-10-04 00:00:00.0000000,2022-09-12 18:54:21.0000000,287.8933507012,40955775,NULL
9999,LOON,TERR,LOON TERR,OPEN,LOCAL STREET,HRM,NULL,DM,700007693,100000392,BEDFORD,2001-09-12 00:00:00.0000000,2020-11-09 00:00:00.0000000,44.7947586933708,40919466,NULL
9999,ROCKHAVEN,DR,ROCKHAVEN DR,OPEN,LOCAL STREET,HRM,NULL,DM,300002982,0,HALIFAX,2001-12-06 00:00:00.0000000,2020-11-09 00:00:00.0000000,214.353760922723,40920225,NULL
9999,ROCKHAVEN,DR,ROCKHAVEN DR,OPEN,LOCAL STREET,HRM,NULL,DM,300003257,0,HALIFAX,2001-12-06 00:00:00.0000000,2020-11-09 00:00:00.0000000,104.839230797693,40920225,NULL
9999,BEDFORD,HWY,BEDFORD HWY,OPEN,ARTERIAL,HRM,NULL,CA,100001806,0,BEDFORD,2001-10-26 00:00:00.0000000,2020-11-09 00:00:00.0000000,416.64337747825,40917395,SUBDIVISION
9999,TURNBERRY,LANE,TURNBERRY LANE,OPEN,LOCAL STREET,HRM,NULL,DM,700007687,300003246,HALIFAX,2001-12-04 00:00:00.0000000,2020-11-09 00:00:00.0000000,33.9828190230107,40921199,NULL
9999,BASINVIEW,DR,BASINVIEW DR,OPEN,MINOR COLLECTOR,HRM,NULL,DM,100001088,0,BEDFORD,2001-09-14 00:00:00.0000000,2020-11-09 00:00:00.0000000,81.0193254439345,40916892,PURCHASE
9999,COW BAY,RD,COW BAY RD,OPEN,MAJOR COLLECTOR,HRM,NULL,CA,200001814,0,EASTERN PASSAGE,2001-09-17 00:00:00.0000000,2022-09-12 18:54:21.0000000,431.798743309887,40951212,SUBDIVISION
9999,JOEL,CRES,JOEL CRES,OPEN,LOCAL STREET,HRM,2022-06-01 00:00:00.0000000,CA,400000231,0,LAWRENCETOWN,2001-09-19 00:00:00.0000000,2022-05-31 13:32:14.0000000,209.103559940166,40953580,NULL
9999,SOUTH,ST,SOUTH ST,OPEN,MAJOR COLLECTOR,HRM,NULL,DM,300002094,0,HALIFAX,2001-12-11 00:00:00.0000000,2020-11-09 00:00:00.0000000,340.021897088235,40933269,NULL
9999,HUBLEYS,RD,HUBLEYS RD,OPEN,LOCAL STREET,HRM,2022-06-01 00:00:00.0000000,CA,600000819,0,HUBLEY,2001-11-30 00:00:00.0000000,2022-05-31 13:32:14.0000000,134.736492345056,40896201,NULL
9999,KINGSWOOD,DR,KINGSWOOD DR,OPEN,MINOR COLLECTOR,HRM,NULL,DM,100001553,0,HAMMONDS PLAINS,2001-06-14 00:00:00.0000000,2020-11-09 00:00:00.0000000,429.846169724009,40899718,NULL
9999,HALFWAY LAKE,DR,HALFWAY LAKE DR,OPEN,LOCAL STREET,HRM,2006-04-01 00:00:00.0000000,CR,600000059,0,HAMMONDS PLAINS,2001-06-18 00:00:00.0000000,2020-11-09 00:00:00.0000000,309.130716307907,40905184,NULL
9999,WHITE HILLS,RUN,WHITE HILLS RUN,OPEN,MINOR COLLECTOR,HRM,1999-06-29 00:00:00.0000000,DM,600001076,0,HAMMONDS PLAINS,2001-06-18 00:00:00.0000000,2020-11-09 00:00:00.0000000,392.286578203198,40854481,NULL
9999,PRINCESS MARGARET,BLVD,PRINCESS MARGARET BLVD,OPEN,LOCAL STREET,HRM,NULL,DM,700004644,0,DARTMOUTH,2001-11-26 00:00:00.0000000,2020-11-09 00:00:00.0000000,9.10970285085563,41315540,SOLD
9999,BELLESHIRE,DR,BELLESHIRE DR,OPEN,LOCAL STREET,HRM,NULL,DM,100002201,0,LOWER SACKVILLE,2001-07-20 00:00:00.0000000,2020-11-09 00:00:00.0000000,207.114651350203,40914459,NULL
9999,CHARLES,RD,CHARLES RD,OPEN,LOCAL STREET,HRM,NULL,DM,300003118,0,TIMBERLEA,2001-11-15 00:00:00.0000000,2022-09-12 18:54:21.0000000,109.085331745073,40898637,NULL
9999,BEAVER BANK CROSS,RD,BEAVER BANK CROSS RD,OPEN,MINOR COLLECTOR,HRM,NULL,DM,100002242,0,MIDDLE SACKVILLE,2001-07-11 00:00:00.0000000,2020-11-09 00:00:00.0000000,185.452235030419,40912735,NULL
9999,EDGEWATER,CL,EDGEWATER CL,OPEN,LOCAL STREET,HRM,2006-04-28 00:00:00.0000000,DM,700002509,0,DARTMOUTH,2005-02-17 00:00:00.0000000,2022-09-12 18:54:21.0000000,245.67010289376,41146788,NULL
9999,ST MARGARETS BAY,RD,ST MARGARETS BAY RD,OPEN,ARTERIAL,HRM,2022-06-01 00:00:00.0000000,DM,600001214,0,HEAD OF ST MARGARETS BAY,2001-11-14 00:00:00.0000000,2022-05-31 13:32:14.0000000,149.107097496713,40901514,NULL
9999,CUNNINGHAM,DR,CUNNINGHAM DR,OPEN,LOCAL STREET,HRM,NULL,DM,100001148,0,BEDFORD,2001-10-25 00:00:00.0000000,2020-11-09 00:00:00.0000000,55.1422491960025,40916579,PURCHASE
9999,LAWLOR,CRES,LAWLOR CRES,OPEN,LOCAL STREET,HRM,2002-05-10 00:00:00.0000000,DM,200003037,0,COLE HARBOUR,2001-09-25 00:00:00.0000000,2022-09-12 18:54:21.0000000,508.095684554567,40881104,NULL
9999,BRUNSWICK,ST,BRUNSWICK ST,OPEN,MAJOR COLLECTOR,HRM,NULL,DM,700004732,0,HALIFAX,2001-12-30 00:00:00.0000000,2020-11-09 00:00:00.0000000,35.6744148264832,40929713,NULL
9999,SACKVILLE,ST,SACKVILLE ST,OPEN,MAJOR COLLECTOR,HRM,NULL,CR,700004734,0,HALIFAX,2001-12-29 00:00:00.0000000,2020-11-09 00:00:00.0000000,66.0840169485998,40929713,NULL
9999,PLEASANT,ST,PLEASANT ST,OPEN,ARTERIAL,HRM,NULL,DM,200000220,0,DARTMOUTH,2001-09-18 00:00:00.0000000,2022-09-12 18:54:21.0000000,96.9394043584043,40935777,NULL
9999,DURHAM,WAY,DURHAM WAY,OPEN,LOCAL STREET,HRM,NULL,DM,700007256,200001197,COLE HARBOUR,2010-04-20 00:00:00.0000000,2022-09-12 18:54:21.0000000,46.6950345441894,40949984,NULL
9999,KELTIC,DR,KELTIC DR,OPEN,LOCAL STREET,HRM,2022-06-01 00:00:00.0000000,CA,400000233,0,LAWRENCETOWN,2001-09-19 00:00:00.0000000,2022-05-31 13:32:14.0000000,104.819785955208,40953564,NULL
9999,HIGHWAY 2,NULL,HIGHWAY 2,OPEN,ARTERIAL,HRM,NULL,DM,700001438,100000977,WELLINGTON,2001-12-19 00:00:00.0000000,2020-11-09 00:00:00.0000000,472.658251371992,40909285,NULL
9999,LAKEFRONT,DR,LAKEFRONT DR,OPEN,LOCAL STREET,HRM,NULL,DM,100001392,0,HAMMONDS PLAINS,2001-06-04 00:00:00.0000000,2020-11-09 00:00:00.0000000,338.372629192211,40899627,NULL
9999,BEECH,ST,BEECH ST,OPEN,LOCAL STREET,HRM,NULL,DM,100001099,0,BEDFORD,2001-09-17 00:00:00.0000000,2020-11-09 00:00:00.0000000,98.0781719808482,40917221,SOLD
9999,CATHY,LANE,CATHY LANE,OPEN,LOCAL STREET,HRM,NULL,DM,700007248,200003001,COLE HARBOUR,2001-09-24 00:00:00.0000000,2022-09-12 18:54:21.0000000,40.5831809815794,40950032,CONSTRUCT
9999,CATHY,LANE,CATHY LANE,OPEN,LOCAL STREET,HRM,NULL,DM,700007249,200003001,COLE HARBOUR,2010-04-19 00:00:00.0000000,2022-09-12 18:54:21.0000000,38.0987927472041,40950032,CONSTRUCT
9999,ST MARGARETS BAY,RD,ST MARGARETS BAY RD,OPEN,ARTERIAL,HRM,NULL,CA,300003393,0,BEECHVILLE,2001-12-12 00:00:00.0000000,2024-03-21 11:37:08.0000000,226.659805411596,40898066,NULL
9999,NORA BERNARD,ST,NORA BERNARD ST,OPEN,MINOR COLLECTOR,HRM,NULL,CA,300001055,0,HALIFAX,2002-01-01 00:00:00.0000000,2023-11-20 18:43:03.0000000,75.3108707219267,40929457,NULL
9999,GOTTINGEN,ST,GOTTINGEN ST,OPEN,MAJOR COLLECTOR,HRM,NULL,CA,300000553,0,HALIFAX,2001-12-22 00:00:00.0000000,2020-11-09 00:00:00.0000000,79.973309811076,40927790,NULL
9999,FISHER,DR,FISHER DR,OPEN,LOCAL STREET,HRM,1999-06-11 00:00:00.0000000,DM,100002359,0,HAMMONDS PLAINS,2001-06-01 00:00:00.0000000,2020-11-09 00:00:00.0000000,428.223660573492,40855637,NULL
9999,HAMMONDS PLAINS,RD,HAMMONDS PLAINS RD,OPEN,ARTERIAL,HRM,2006-04-01 00:00:00.0000000,DM,700006270,0,UPPER TANTALLON,2001-11-09 00:00:00.0000000,2020-11-09 00:00:00.0000000,138.687032460896,40898991,NULL
9999,HALLMARK,CRES,HALLMARK CRES,OPEN,LOCAL STREET,HRM,NULL,DM,200002769,0,COLE HARBOUR,2001-09-25 00:00:00.0000000,2022-09-12 18:54:21.0000000,296.684229795094,00407874,NULL
9999,WEXFORD,RD,WEXFORD RD,OPEN,LOCAL STREET,HRM,NULL,DM,200002667,0,COLE HARBOUR,2001-09-25 00:00:00.0000000,2022-09-12 18:54:21.0000000,246.918957405803,40936791,NULL
9999,ST MARGARETS BAY,RD,ST MARGARETS BAY RD,OPEN,ARTERIAL,HRM,2022-06-01 00:00:00.0000000,DM,700001162,600001050,HEAD OF ST MARGARETS BAY,2001-11-14 00:00:00.0000000,2022-05-31 13:32:14.0000000,42.2299259298974,40901688,NULL
9999,ST MARGARETS BAY,RD,ST MARGARETS BAY RD,OPEN,ARTERIAL,HRM,2022-06-01 00:00:00.0000000,DM,600001050,0,HEAD OF ST MARGARETS BAY,2001-11-14 00:00:00.0000000,2022-05-31 13:32:14.0000000,509.860385318061,40901688,NULL
9999,STELLA,CRT,STELLA CRT,OPEN,LOCAL STREET,HRM,NULL,CA,100001377,0,HAMMONDS PLAINS,2001-06-01 00:00:00.0000000,2020-11-09 00:00:00.0000000,349.565697983231,40713398,NULL
9999,MONTAGUE,RD,MONTAGUE RD,OPEN,MAJOR COLLECTOR,HRM,NULL,CA,200001598,0,LAKE LOON,2001-10-04 00:00:00.0000000,2022-09-12 18:54:21.0000000,103.316754228686,40955627,NULL
9999,ARROWHEAD,DR,ARROWHEAD DR,OPEN,LOCAL STREET,HRM,2010-05-21 00:00:00.0000000,DM,700007280,NULL,MIDDLE SACKVILLE,2010-04-23 00:00:00.0000000,2020-11-09 00:00:00.0000000,198.338148749434,41281205,NULL
9999,KAYTYON,CRT,KAYTYON CRT,OPEN,LOCAL STREET,HRM,NULL,CA,100001702,0,BEDFORD,2001-09-14 00:00:00.0000000,2020-11-09 00:00:00.0000000,77.3967423633873,40786378,NULL
9999,ROSEWOOD,LANE,ROSEWOOD LANE,OPEN,LOCAL STREET,HRM,NULL,CR,200002058,0,EASTERN PASSAGE,2001-09-13 00:00:00.0000000,2022-09-12 18:54:21.0000000,408.582554533327,40950925,NULL
9999,KINSAC,RD,KINSAC RD,OPEN,MAJOR COLLECTOR,HRM,NULL,DM,700001497,100001943,KINSAC,2001-12-10 00:00:00.0000000,2020-11-09 00:00:00.0000000,465.563045579873,40907792,NULL
9999,OLD SACKVILLE,RD,OLD SACKVILLE RD,OPEN,MINOR COLLECTOR,HRM,1999-02-01 00:00:00.0000000,DM,100000135,0,LOWER SACKVILLE,2001-07-12 00:00:00.0000000,2020-11-09 00:00:00.0000000,194.386216721439,40913840,NULL
9999,OLD SACKVILLE,RD,OLD SACKVILLE RD,OPEN,MINOR COLLECTOR,HRM,1999-02-01 00:00:00.0000000,DM,100000124,0,MIDDLE SACKVILLE,2001-07-12 00:00:00.0000000,2020-11-09 00:00:00.0000000,362.498846446295,40913451,NULL
9999,VICKY,CRES,VICKY CRES,OPEN,LOCAL STREET,HRM,2003-04-24 00:00:00.0000000,DM,700001997,0,EASTERN PASSAGE,2003-05-07 00:00:00.0000000,2022-09-12 18:54:21.0000000,518.507199447385,41104407,NULL
9999,BALSAM,PL,BALSAM PL,OPEN,LOCAL STREET,HRM,NULL,DM,200002841,0,COLE HARBOUR,2001-09-24 00:00:00.0000000,2022-09-12 18:54:21.0000000,102.593530099489,40949836,NULL
9999,CANFIELD,CRT,CANFIELD CRT,OPEN,LOCAL STREET,HRM,NULL,DM,100002282,0,BEDFORD,2001-10-22 00:00:00.0000000,2020-11-09 00:00:00.0000000,156.772355335818,40917825,NULL
9999,BRENTWOOD,DR,BRENTWOOD DR,OPEN,LOCAL STREET,HRM,NULL,DM,100002275,0,BEDFORD,2001-10-22 00:00:00.0000000,2020-11-09 00:00:00.0000000,464.021616905267,40441198,NULL
9999,OLD SACKVILLE,RD,OLD SACKVILLE RD,OPEN,MINOR COLLECTOR,HRM,2007-08-21 00:00:00.0000000,SD,100000592,0,MIDDLE SACKVILLE,2001-07-12 00:00:00.0000000,2020-11-09 00:00:00.0000000,567.956955302843,40913386,NULL
9999,KNIGHTSRIDGE,DR,KNIGHTSRIDGE DR,OPEN,MINOR COLLECTOR,HRM,NULL,CA,300000171,0,HALIFAX,2001-12-05 00:00:00.0000000,2020-11-09 00:00:00.0000000,16.972412335387,40920571,NULL
9999,LODGE,AVE,LODGE AVE,OPEN,LOCAL STREET,HRM,2006-04-01 00:00:00.0000000,DM,600001279,0,HAMMONDS PLAINS,2001-06-18 00:00:00.0000000,2020-11-09 00:00:00.0000000,319.447555451765,40905200,NULL
9999,BRUNSWICK,ST,BRUNSWICK ST,OPEN,LOCAL STREET,HRM,NULL,DM,700006623,0,HALIFAX,2002-01-01 00:00:00.0000000,2020-11-09 00:00:00.0000000,103.352710144949,40928483,NULL
9999,BRUNSWICK,ST,BRUNSWICK ST,OPEN,LOCAL STREET,HRM,NULL,DM,700006624,0,HALIFAX,2002-01-01 00:00:00.0000000,2020-11-09 00:00:00.0000000,17.7201179692787,40928483,NULL
9999,HIGHWAY 2,NULL,HIGHWAY 2,OPEN,ARTERIAL,HRM,NULL,DM,700001435,100002551,FLETCHERS LAKE,2001-12-19 00:00:00.0000000,2020-11-09 00:00:00.0000000,1079.90008868378,40909277,NULL
9999,BEDFORD,HWY,BEDFORD HWY,OPEN,ARTERIAL,HRM,NULL,DM,700004937,NULL,HALIFAX,2007-09-24 00:00:00.0000000,2020-11-09 00:00:00.0000000,97.8639823171911,40926222,NULL
9999,PINETREE,CRES,PINETREE CRES,OPEN,LOCAL STREET,HRM,2006-04-01 00:00:00.0000000,DM,600000065,0,HAMMONDS PLAINS,2001-06-29 00:00:00.0000000,2020-11-09 00:00:00.0000000,163.795096313505,40899395,NULL
9999,MICMAC,DR,MICMAC DR,OPEN,LOCAL STREET,HRM,2006-04-01 00:00:00.0000000,DM,600000944,0,HAMMONDS PLAINS,2001-06-15 00:00:00.0000000,2020-11-09 00:00:00.0000000,371.722542850102,40905085,NULL
9999,SKYE,CRES,SKYE CRES,OPEN,LOCAL STREET,HRM,2001-05-07 00:00:00.0000000,DM,600001314,0,HAMMONDS PLAINS,2001-06-15 00:00:00.0000000,2020-11-09 00:00:00.0000000,912.901588082212,41038753,NULL
9999,STONERIDGE,CRT,STONERIDGE CRT,OPEN,LOCAL STREET,HRM,NULL,DM,100000267,0,BEDFORD,2001-09-17 00:00:00.0000000,2020-11-09 00:00:00.0000000,183.54794825989,40917155,PURCHASE
9999,TERRY,RD,TERRY RD,OPEN,LOCAL STREET,HRM,NULL,CR,100001330,0,WINDSOR JUNCTION,2001-12-21 00:00:00.0000000,2020-11-09 00:00:00.0000000,576.58953052538,40906455,NULL
9999,ROSEWAY,CRT,ROSEWAY CRT,OPEN,LOCAL STREET,HRM,NULL,DM,200001693,0,COLE HARBOUR,2001-09-26 00:00:00.0000000,2022-09-12 18:54:21.0000000,95.9130473223272,40552663,NULL
9999,HIRANDALE,CRES,HIRANDALE CRES,OPEN,LOCAL STREET,HRM,NULL,DM,200002724,0,WESTPHAL,2001-09-26 00:00:00.0000000,2022-09-12 18:54:21.0000000,140.331429719662,40948796,NULL
9999,OLD LAWRENCETOWN,RD,OLD LAWRENCETOWN RD,OPEN,LOCAL STREET,HRM,NULL,DM,200001697,0,WESTPHAL,2001-09-26 00:00:00.0000000,2022-09-12 18:54:21.0000000,113.597978007152,40948812,NULL
9999,AUBURN,CRT,AUBURN CRT,OPEN,LOCAL STREET,HRM,NULL,DM,200002774,0,WESTPHAL,2001-09-26 00:00:00.0000000,2022-09-12 18:54:21.0000000,205.64201608766,40948531,CONSTRUCT
9999,KELVIN,GRV,KELVIN GRV,OPEN,LOCAL STREET,HRM,NULL,DM,700007629,300002766,HALIFAX,2001-12-06 00:00:00.0000000,2020-11-09 00:00:00.0000000,35.6473367562164,40922353,NULL
9999,JOSEPH HOWE,DR,JOSEPH HOWE DR,OPEN,ARTERIAL,HRM,NULL,CR,300000617,0,HALIFAX,2002-01-24 00:00:00.0000000,2020-11-09 00:00:00.0000000,76.5648576890689,40923120,NULL
9999,AUBURN,AVE,AUBURN AVE,OPEN,LOCAL STREET,HRM,NULL,CA,300003330,0,HALIFAX,2001-12-19 00:00:00.0000000,2022-09-12 18:54:21.0000000,98.2779332114549,40892523,NULL
9999,HAMMONDS PLAINS,RD,HAMMONDS PLAINS RD,OPEN,ARTERIAL,HRM,2022-06-01 00:00:00.0000000,DM,700002263,600000098,UPPER TANTALLON,2001-12-14 00:00:00.0000000,2022-05-31 13:32:14.0000000,267.881559233796,40895815,NULL
9999,COLBY,DR,COLBY DR,OPEN,MINOR COLLECTOR,HRM,NULL,CR,200002974,0,COLE HARBOUR,2001-09-24 00:00:00.0000000,2022-09-12 18:54:21.0000000,105.833286314079,40949802,NULL
9999,CHERRYWOOD,DR,CHERRYWOOD DR,OPEN,LOCAL STREET,HRM,NULL,DM,200001195,0,COLE HARBOUR,2001-09-25 00:00:00.0000000,2022-09-12 18:54:21.0000000,76.7681163291299,40936718,NULL
9999,GAINSBOROUGH,PL,GAINSBOROUGH PL,OPEN,LOCAL STREET,HRM,NULL,CA,300003539,0,HALIFAX,2001-12-16 00:00:00.0000000,2020-11-09 00:00:00.0000000,61.1615570281112,40928327,NULL
9999,FLAT LAKE,DR,FLAT LAKE DR,OPEN,LOCAL STREET,HRM,2006-04-01 00:00:00.0000000,DM,600000091,0,STILLWATER LAKE,2001-06-21 00:00:00.0000000,2020-11-09 00:00:00.0000000,67.3416818115028,40899023,NULL
9999,PURCELLS COVE,RD,PURCELLS COVE RD,OPEN,MAJOR COLLECTOR,HRM,NULL,DM,300002594,0,HALIFAX,2001-12-27 00:00:00.0000000,2022-09-12 18:54:21.0000000,122.13549388694,40934473,NULL
9999,ASHBURN,AVE,ASHBURN AVE,OPEN,LOCAL STREET,HRM,NULL,CA,300001241,0,HALIFAX,2001-12-06 00:00:00.0000000,2020-11-09 00:00:00.0000000,66.4053629947308,40923294,NULL
9999,DUFFUS,DR,DUFFUS DR,OPEN,LOCAL STREET,HRM,NULL,DM,100001827,0,BEDFORD,2001-10-25 00:00:00.0000000,2020-11-09 00:00:00.0000000,201.000528936253,40917650,NULL
9999,COW BAY,RD,COW BAY RD,OPEN,MAJOR COLLECTOR,HRM,NULL,SD,200001768,0,EASTERN PASSAGE,2001-09-17 00:00:00.0000000,2022-09-12 18:54:21.0000000,110.252267461946,40950859,NULL
9999,REMINGTON,CRT,REMINGTON CRT,OPEN,LOCAL STREET,HRM,NULL,CA,300003250,0,HALIFAX,2001-12-05 00:00:00.0000000,2020-11-09 00:00:00.0000000,165.98869434297,40921124,SUBDIVISION
9999,RIDGEVIEW,DR,RIDGEVIEW DR,OPEN,LOCAL STREET,HRM,NULL,DM,100002212,0,LOWER SACKVILLE,2001-07-20 00:00:00.0000000,2020-11-09 00:00:00.0000000,382.53279683067,40914426,NULL
9999,BRENTWOOD,AVE,BRENTWOOD AVE,OPEN,MINOR COLLECTOR,HRM,NULL,DM,300003168,0,TIMBERLEA,2001-11-30 00:00:00.0000000,2022-09-12 18:54:21.0000000,345.642292291587,40898397,NULL
9999,LONGARD,DR,LONGARD DR,OPEN,LOCAL STREET,HRM,NULL,CA,300002949,0,TIMBERLEA,2001-12-03 00:00:00.0000000,2022-09-12 18:54:21.0000000,454.181774271928,40786527,NULL
9999,RIVERSIDE,DR,RIVERSIDE DR,OPEN,MINOR COLLECTOR,HRM,NULL,CA,100000113,0,LOWER SACKVILLE,2001-07-17 00:00:00.0000000,2020-11-09 00:00:00.0000000,723.871749595297,40911729,NULL
9999,CODROY,AVE,CODROY AVE,OPEN,LOCAL STREET,HRM,NULL,DM,200001707,0,LAKE LOON,2001-10-03 00:00:00.0000000,2022-09-12 18:54:21.0000000,172.276708797019,40955650,NULL
