OBJECTID,FCODE,STR_NAME,STR_TYPE,FULL_NAME,MUN_CODE,FROM_STR,TO_STR,STR_DIR,STR_STATUS,ST_CLASS,OWN,DATE_ACCEPT,STR_REM,FLAGS,PSAB_CODE,FDMID,ROUTE_ID,FROM_LEFT,TO_LEFT,FROM_RIGHT,TO_RIGHT,OLD_FDMID,GSA_LEFT,GSA_RIGHT,PAR_LEFT,PAR_RIGHT,STR_CODE_L,STR_CODE_R,ASSETID,ADDDATE,MODDATE,ORIGIN_DATE,MAINTENANCE,Shape_Length
74,RRRDCD60,HAMMONDS PLAINS,RD,HAMMONDS PLAINS RD,HRM,LUCASVILLE RD,DAVID PAUL DR,BOTH,OPEN,ARTERIAL,HRM,4/1/2006 0:00:00,,,DM,700500483,1915,1632,1690,1631,1689,700001280,HAMMONDS PLAINS,HAMMONDS PLAINS,EL,OR,10373,10373,ST50483,11/10/2025 13:51:24,11/10/2025 13:51:24,,WSZ3,271.654484746048070
75,RRRDCD60,HAMMONDS PLAINS,RD,HAMMONDS PLAINS RD,HRM,DUCK RD,HAMMONDS PLAINS RD,BOTH,OPEN,ARTERIAL,HRM,4/1/2006 0:00:00,,,CR,600000442,1915,1922,2044,1921,2045,0,HAMMONDS PLAINS,HAMMONDS PLAINS,EL,OR,10373,10373,ST10978,11/5/2001 0:00:00,,,WSZ3,594.324932845872240
76,RRRDCD60,HAMMONDS PLAINS,RD,HAMMONDS PLAINS RD,HRM,GLEN ARBOUR WAY,POCKWOCK RD,BOTH,OPEN,ARTERIAL,HRM,4/1/2006 0:00:00,,,DM,700501145,1915,2052,2082,2053,2083,600000443,HAMMONDS PLAINS,HAMMONDS PLAINS,EL,OR,10373,10373,ST51159,3/2/2026 16:21:08,3/2/2026 16:21:44,,WSZ3,144.794313648177564
77,RRRDLI80,GRANT LINE,RD,GRANT LINE RD,HRM,STILLWOODS LANE,LONGWOOD LANE,BOTH,OPEN,LOCAL STREET,HRM,4/1/2006 0:00:00,,,CR,700003247,1916,6,50,5,49,0,STILLWATER LAKE,STILLWATER LAKE,EL,OR,7649,7649,ST4696,11/9/2001 0:00:00,6/14/2017 0:00:00,,WSZ3,499.021078164409175
78,RRRDLJ60,HIGH,ST,HIGH ST,HRM,ISABEL LANE,LANDSBURG RD,BOTH,OPEN,LOCAL STREET,HRM,,,,CR,100000549,2403,10,46,11,47,0,BEDFORD,BEDFORD,EL,OR,5092,5092,ST267,9/18/2001 0:00:00,8/1/2019 0:00:00,,WSZ3,107.093569809495492
79,RRRDLJ80,CANAVAN,DR,CANAVAN DR,HRM,BLACK TRUMPET LANE,END,BOTH,OPEN,LOCAL STREET,HRM,,,,CR,700014141,1973,126,150,127,149,0,BEAVER BANK,BEAVER BANK,EL,OR,7203,7203,ST51360,4/30/2025 12:36:13,5/13/2025 16:15:16,,WSZ2,88.160053399545006
80,RRRDLJ80,DAISY,DR,DAISY DR,HRM,ERNEST AVE,SPLINTER CRT,BOTH,OPEN,LOCAL STREET,HRM,3/7/2019 0:00:00,,,DM,100000417,1977,2,56,1,57,700011133,BEAVER BANK,BEAVER BANK,EL,OR,7376,7376,ST2228,12/10/2001 0:00:00,3/14/2019 0:00:00,,WSZ2,216.592652852812677
81,RRRD,DAISY,DR,DAISY DR,HRM,SPLINTER CRT,DARNER DR,BOTH,OPEN,LOCAL STREET,HRM,,,,SD,700011759,1977,58,82,59,83,,BEAVER BANK,BEAVER BANK,EL,OR,7376,7376,ST48986,4/27/2022 18:10:06,5/14/2025 13:27:02,,WSZ2,132.130040844351839
82,RRRDLJ60,SIDHU,DR,SIDHU DR,HRM,BEAVER BANK RD,END,BOTH,OPEN,LOCAL STREET,HRM,8/23/2019 0:00:00,,,SD,100000055,1991,2,206,1,207,700011195,BEAVER BANK,BEAVER BANK,EL,OR,8712,8712,ST7359,12/11/2001 0:00:00,8/27/2019 0:00:00,,WSZ2,1446.175396448000129
83,RRRDLJ80,CASTLEWOOD,DR,CASTLEWOOD DR,HRM,ARTHUR JOSEPH DR,CASTELLO LANE,BOTH,OPEN,LOCAL STREET,HRM,9/20/2021 10:52:26,,,DM,100001902,2009,6,14,5,15,0,FALL RIVER,FALL RIVER,EL,OR,7231,7231,ST12254,12/12/2001 0:00:00,10/5/2021 13:52:05,,WSZ2,249.439373078175777
84,RRRD,WESTRIDGE,RD,WESTRIDGE RD,HRM,WESTRIDGE RD,PIVOT LANE,BOTH,OPEN,LOCAL STREET,HRM,,,,CS,700003181,202,18,166,19,167,600001244,HATCHET LAKE,HATCHET LAKE,EL,OR,10982,10982,ST6157,11/20/2001 0:00:00,12/2/2024 12:38:08,,PBHV,472.424518444579178
85,RRRD,ARTHUR LISMER,CRT,ARTHUR LISMER CRT,HRM,ARTHUR LISMER CRT,ARTHUR LISMER CRT,BOTH,OPEN,LOCAL STREET,HRM,,,GNP,FA,700007725,2327,0,0,0,0,700007726,BEDFORD,BEDFORD,NAR,NAR,10083,10083,ST3662,9/18/2001 0:00:00,,,WSZ3,50.646502243057036
86,RRRD,HENRY,AVE,HENRY AVE,HRM,END,CHRISTIAN LANE,BOTH,OPEN,LOCAL STREET,HRM,7/9/2015 0:00:00,,,SD,700009948,2033,20,70,21,71,700002040,FALL RIVER,FALL RIVER,EL,OR,10393,10393,ST18942,7/8/2015 0:00:00,9/6/2024 18:16:12,,WSZ2,205.435131345998855
87,RRRD,OCEANVIEW,DR,OCEANVIEW DR,HRM,BLANCHARD CRES,OCEANVIEW DR,BOTH,OPEN,LOCAL STREET,HRM,,,,DM,100000373,2354,78,106,77,107,0,BEDFORD,BEDFORD,EL,OR,5133,5133,ST5087,9/14/2001 0:00:00,,,WSZ3,139.723971585436487
88,RRRDLG60,YANKEETOWN,RD,YANKEETOWN RD,HRM,SASA LANE,COX LAKE RD,BOTH,OPEN,LOCAL STREET,HRM,4/1/2006 0:00:00,,,CS,700001782,2313,14,116,15,117,600000939,HAMMONDS PLAINS,HAMMONDS PLAINS,EL,OR,5614,5614,ST9459,7/5/2001 0:00:00,10/4/2024 15:04:01,,WSZ3,487.619103296658068
89,RRRD,THOMAS,DR,THOMAS DR,HRM,FISHER DR,THOMAS DR,BOTH,OPEN,LOCAL STREET,HRM,12/21/2000 0:00:00,,,DM,700006762,2317,2,64,1,45,0,HAMMONDS PLAINS,HAMMONDS PLAINS,EL,OR,15563,15563,ST4210,6/1/2001 0:00:00,,,WSZ3,183.599194933678092
90,RRRD,SUNNYLEA,RD,SUNNYLEA RD,HRM,SUNNLYEA RD,END,BOTH,OPEN,LOCAL STREET,HRM,9/16/2011 0:00:00,,,SD,700500392,2089,270,314,271,315,,WELLINGTON,WELLINGTON,EL,OR,8814,8814,ST50392,9/19/2025 15:18:16,9/22/2025 17:42:56,,PBRS,226.232906367623144
91,RRRDCD60,HIGHWAY 2,,HIGHWAY 2,HRM,HIGHWAY 2,HIGHWAY 2,BOTH,OPEN,ARTERIAL,HRM,,,,DM,700500417,2118,4459,4461,0,0,0,WELLINGTON,WELLINGTON,OL,NAR,10406,10406,ST50417,9/23/2025 15:17:25,10/8/2025 12:13:32,,WSZ2,13.795713968056342
92,RRRDCD60,HIGHWAY 2,,HIGHWAY 2,HRM,HIGHWAY 2,HIGHWAY 2,FOTD,OPEN,ARTERIAL,HRM,,,,DM,700500229,2118,0,0,4468,4470,0,WELLINGTON,WELLINGTON,NAR,ER,10406,10406,ST50229,9/3/2025 15:05:58,10/8/2025 12:13:32,,WSZ2,70.355141492900557
93,RRRDCD60,HIGHWAY 2,,HIGHWAY 2,HRM,RAYS LANE,HIGHWAY 2,BOTH,OPEN,ARTERIAL,HRM,,,,DM,100000909,2118,3007,3029,3006,3030,700013416,FALL RIVER,FALL RIVER,OL,ER,10402,10402,ST12877,12/13/2001 0:00:00,10/8/2025 12:13:32,,WSZ2,132.098595368468580
94,RRRDCD60,HIGHWAY 2,,HIGHWAY 2,HRM,HOWE AVE,INTREPID LANE,BOTH,OPEN,ARTERIAL,HRM,,,,DM,100000935,2118,3699,3753,3700,3752,0,FLETCHERS LAKE,FLETCHERS LAKE,OL,ER,10404,10404,ST12017,12/19/2001 0:00:00,10/8/2025 12:13:32,,WSZ2,262.149409932681749
95,RRRD,ELISE VICTORIA,DR,ELISE VICTORIA DR,HRM,END,ELISE VICTORIA DR,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,SD,700009651,2131,970,1072,971,1071,100002490,WINDSOR JUNCTION,WINDSOR JUNCTION,EL,OR,15533,15533,ST17142,2/28/2014 0:00:00,10/22/2024 18:02:45,,WSZ2,350.869565169561383
96,RRRDLG60,HILLSIDE,DR,HILLSIDE DR,HRM,TONI AVE,MARINAVISTA LANE,BOTH,OPEN,LOCAL STREET,HRM,6/1/2022 0:00:00,,,CA,600001020,2140,354,422,355,421,0,BOUTILIERS POINT,BOUTILIERS POINT,EL,OR,10499,10499,ST11296,11/13/2001 0:00:00,5/12/2025 17:53:09,,WSZ4,277.988995459008777
97,RRRDLG60,WINDSOR JUNCTION,RD,WINDSOR JUNCTION RD,HRM,FALL RIVER RD,TAYLOR DR,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,DM,700001394,2141,736,752,735,753,100000774,WINDSOR JUNCTION,WINDSOR JUNCTION,EL,OR,5591,5591,ST5463,12/24/2001 0:00:00,5/12/2025 17:53:09,,WSZ2,108.720590457017408
98,RRRD,A Y JACKSON,CRT,A Y JACKSON CRT,HRM,A Y JACKSON CRT,A Y JACKSON CRT,BOTH,OPEN,LOCAL STREET,HRM,,,GNP,FA,700007723,2328,0,0,0,0,700007724,BEDFORD,BEDFORD,NAR,NAR,5000,5000,ST3347,9/18/2001 0:00:00,,,WSZ3,54.677028639755264
99,RRRDCD50,COBEQUID,RD,COBEQUID RD,HRM,FULTZ HOUSE LANE,COBEQUID RD,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,DM,100002559,2155,46,60,47,61,0,LOWER SACKVILLE,LOWER SACKVILLE,EL,OR,7302,7302,ST4840,12/3/2001 0:00:00,10/17/2011 0:00:00,,WSZ2,67.099853900738225
100,RRRDLG60,COBEQUID,RD,COBEQUID RD,HRM,MACINTYRE LANE,BALLAM LANE,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,DM,100000465,2155,528,542,529,543,0,LOWER SACKVILLE,LOWER SACKVILLE,EL,OR,7302,7302,ST1909,12/3/2001 0:00:00,9/14/2017 0:00:00,,WSZ2,153.831865422307828
101,RRRDLG60,COBEQUID,RD,COBEQUID RD,HRM,MANSFIELD LANE,GREAT BEECH HILL,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,DM,700006801,2155,668,760,667,761,700006800,LOWER SACKVILLE,LOWER SACKVILLE,EL,OR,7302,7302,ST4272,12/3/2001 0:00:00,3/31/2017 0:00:00,,WSZ2,373.743994915974952
102,RRRDLG60,COBEQUID,RD,COBEQUID RD,HRM,OLD COBEQUID RD,CHAMPIONS WAY,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,DM,100000804,2155,1202,1390,1201,1391,0,WAVERLEY,WAVERLEY,EL,OR,10219,10219,ST12274,12/27/2001 0:00:00,4/3/2017 0:00:00,,WSZ2,785.267802541649985
103,RRRD,WAVERLEY,RD,WAVERLEY RD,HRM,MICHAEL LANE,KYLES CRT,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,CR,200001635,2171,277,293,276,290,0,DARTMOUTH,DARTMOUTH,OL,ER,6694,6694,ST5177,10/25/2001 0:00:00,,,WSZ1,203.943109915065435
104,RRRDLJ60,WAVERLEY,RD,WAVERLEY RD,HRM,HEMLOCK ST,TERRASTONE RG,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,DM,200001638,2171,363,421,366,418,0,DARTMOUTH,DARTMOUTH,OL,ER,6694,6694,ST9183,10/25/2001 0:00:00,10/4/2024 15:04:01,,WSZ1,577.764205673009201
105,RRRDLJ60,WAVERLEY,RD,WAVERLEY RD,HRM,SPIDER LAKE RD,WAVERLEY RD,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,DM,200002934,2171,995,1123,996,1122,0,WAVERLEY,WAVERLEY,OL,ER,8478,8478,ST1937,12/28/2001 0:00:00,,,WSZ1,754.922251674372660
106,RRRDLJ60,WAVERLEY,RD,WAVERLEY RD,HRM,WAVERLEY RD,JOE ST,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,DM,700007537,2171,1131,1233,1130,1232,200002934,WAVERLEY,WAVERLEY,OL,ER,8478,8478,ST1990,12/28/2001 0:00:00,,,WSZ1,473.595678177057948
107,RRRDCD60,WAVERLEY,RD,WAVERLEY RD,HRM,STONE HEDGES LANE,MAHEUX LANE,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,SD,100001918,2171,2151,2319,2152,2320,0,WAVERLEY,WAVERLEY,OL,ER,8478,8478,ST6461,12/28/2001 0:00:00,,,WSZ1,794.751803017470593
108,RRRD,LAKESHORE,DR,LAKESHORE DR,HRM,LEWIS LAKE TERR,END,BOTH,OPEN,MINOR COLLECTOR,HRM,2/11/2002 0:00:00,STREET NAME POSTED AS ONE WORD STREET AND RANGE EXTENDED,,DM,700500547,2240,94,164,95,163,100002363,HAMMONDS PLAINS,HAMMONDS PLAINS,EL,OR,10581,10581,ST50547,12/10/2025 13:27:09,12/10/2025 13:27:09,,WSZ3,629.022721439363181
109,RRRD,LODGE,DR,LODGE DR,HRM,PRINCES WALK,END,BOTH,OPEN,LOCAL STREET,HRM,,,,DM,300000010,2185,16,54,15,53,300000006,HALIFAX,HALIFAX,EL,OR,494,494,ST13413,12/31/2001 0:00:00,12/8/2020 0:00:00,,WSZ3,335.322286432163708
110,RRRD,LARRY UTECK,BLVD,LARRY UTECK BLVD,HRM,LARRY UTECK BLVD,LARRY UTECK BLVD,FOTD,OPEN,ARTERIAL,HRM,,,,CA,700011269,2187,1442,1498,0,0,700010512,BEDFORD,BEDFORD,EL,NAR,16829,16829,ST48496,3/6/2020 0:00:00,2/6/2025 18:20:14,,WSZ3,179.339210025564512
111,RRRD,LARRY UTECK,BLVD,LARRY UTECK BLVD,HRM,LARRY UTECK BLVD,LARRY UTECK BLVD,BOTH,OPEN,ARTERIAL,HRM,,,,DM,100001756,2187,1572,1686,1573,1687,0,BEDFORD,BEDFORD,EL,OR,16829,16829,ST12005,6/15/2001 0:00:00,10/22/2024 18:02:45,,WSZ3,351.951124941731734
112,RRRD,LARRY UTECK,BLVD,LARRY UTECK BLVD,HRM,LARRY UTECK BLVD,BLUEWATER RD,BOTH,OPEN,ARTERIAL,HRM,,,,CA,700009655,2187,1770,1814,1771,1815,100001756,BEDFORD,BEDFORD,EL,OR,16829,16829,ST17145,4/3/2014 0:00:00,2/6/2025 18:20:14,,WSZ3,132.815703230956501
113,RRRD,LARRY UTECK,BLVD,LARRY UTECK BLVD,HRM,LARRY UTECK BLVD,AMESBURY GATE,BOTH,OPEN,ARTERIAL,HRM,,,,SD,700008591,2187,972,1000,973,1001,700007460,BEDFORD,BEDFORD,EL,OR,16829,16829,ST13887,5/28/2013 0:00:00,5/1/2019 0:00:00,,WSZ3,269.640193993029811
114,RRRD,LARRY UTECK,BLVD,LARRY UTECK BLVD,HRM,LARRY UTECK BLVD,BELLE ST,BOTH,OPEN,ARTERIAL,HRM,,,,CR,700009784,2187,1230,1386,1231,1387,0,BEDFORD,BEDFORD,EL,OR,16829,16829,ST17246,10/10/2014 0:00:00,10/25/2014 0:00:00,,WSZ3,479.159872591879662
115,RRRD,LARRY UTECK,BLVD,LARRY UTECK BLVD,HRM,BELLE ST,LARRY UTECK BLVD,BOTH,OPEN,ARTERIAL,HRM,,,,CA,700010512,2187,1388,1440,1389,1441,100001756,BEDFORD,BEDFORD,EL,OR,16829,16829,ST31440,4/15/2016 0:00:00,10/22/2024 18:02:45,,WSZ3,176.562802314151725
116,RRRD,LARRY UTECK,BLVD,LARRY UTECK BLVD,HRM,LARRY UTECK BLVD,LARRY UTECK BLVD,FOTD,OPEN,ARTERIAL,HRM,,,,FA,700011437,2187,1530,1540,0,0,100001756,BEDFORD,BEDFORD,EL,NAR,16829,16829,ST48664,5/21/2021 20:32:37,2/6/2025 18:20:14,,WSZ3,33.434305617841289
117,RRRD,LARRY UTECK,BLVD,LARRY UTECK BLVD,HRM,ELLA LANE,BROOKLINE DR,FOTD,OPEN,ARTERIAL,HRM,,,,FA,700011436,2187R,0,0,1513,1529,100001756,BEDFORD,BEDFORD,NAR,OR,16829,16829,ST48663,5/21/2021 20:31:49,2/6/2025 18:20:14,,WSZ3,61.030172478911666
118,RRRDCF60,POCKWOCK,RD,POCKWOCK RD,HRM,ARISS GATE,CALYPSO WAY,BOTH,OPEN,MINOR COLLECTOR,HRM,4/1/2006 0:00:00,,,CS,600000458,2223,90,150,85,151,0,HAMMONDS PLAINS,HAMMONDS PLAINS,EL,OR,8467,8467,ST11905,6/15/2001 0:00:00,11/30/2021 18:16:13,,WSZ3,288.404436888675264
119,RRRDCF60,POCKWOCK,RD,POCKWOCK RD,HRM,BONSAI DR,WATERSCAPE WAY,BOTH,OPEN,MINOR COLLECTOR,HRM,4/1/2006 0:00:00,,,DM,700501125,2223,222,234,223,235,700008413,HAMMONDS PLAINS,HAMMONDS PLAINS,EL,OR,8467,8467,ST51126,2/27/2026 18:57:32,2/27/2026 18:58:25,,WSZ3,91.921314521841779
120,RRRDCF60,POCKWOCK,RD,POCKWOCK RD,HRM,WATERSCAPE WAY,WILDBERRY LANE,BOTH,OPEN,MINOR COLLECTOR,HRM,4/1/2006 0:00:00,,,DM,700008413,2223,236,326,237,327,600000457,HAMMONDS PLAINS,HAMMONDS PLAINS,EL,OR,8467,8467,ST51127,10/16/2012 0:00:00,2/27/2026 18:57:32,,WSZ3,423.091198504762417
121,RRRDCF60,POCKWOCK,RD,POCKWOCK RD,HRM,POCKWOCK RD,WHILEY LANE,BOTH,OPEN,MINOR COLLECTOR,HRM,4/1/2006 0:00:00,,,CR,700011386,2223,392,424,393,425,700010925,UPPER HAMMONDS PLAINS,UPPER HAMMONDS PLAINS,EL,OR,16609,16609,ST48613,12/2/2020 0:00:00,10/4/2024 15:04:01,,WSZ3,168.702026988789555
122,RRRDCF60,POCKWOCK,RD,POCKWOCK RD,HRM,SEAGLASS LANE,DOCKVIEW LANE,BOTH,OPEN,MINOR COLLECTOR,HRM,4/1/2006 0:00:00,,,CR,700011973,2223,434,448,435,449,700011386,UPPER HAMMONDS PLAINS,UPPER HAMMONDS PLAINS,EL,OR,16609,16609,ST49199,9/25/2024 12:57:51,2/6/2025 18:20:14,,WSZ3,74.396991830638797
123,RRRDCF60,POCKWOCK,RD,POCKWOCK RD,HRM,DOCKVIEW LANE,RUSTICVIEW LANE,BOTH,OPEN,MINOR COLLECTOR,HRM,4/1/2006 0:00:00,,,CR,700010925,2223,486,528,487,529,700003852,UPPER HAMMONDS PLAINS,UPPER HAMMONDS PLAINS,EL,OR,16609,16609,ST48152,11/3/2017 0:00:00,10/4/2024 15:04:01,,WSZ3,215.536183681877930
124,RRRDCF60,POCKWOCK,RD,POCKWOCK RD,HRM,RUSTICVIEW LANE,OLD ANNAPOLIS RD,BOTH,OPEN,MINOR COLLECTOR,HRM,4/1/2006 0:00:00,,,CR,700003852,2223,530,720,531,719,0,UPPER HAMMONDS PLAINS,UPPER HAMMONDS PLAINS,EL,OR,16609,16609,ST1014,6/19/2001 0:00:00,11/3/2017 0:00:00,,WSZ3,900.121080441690083
125,RRRDCF60,POCKWOCK,RD,POCKWOCK RD,HRM,CORDWOOD LANE,MARITIME WAY,BOTH,OPEN,MINOR COLLECTOR,HRM,4/1/2006 0:00:00,,,CR,600001096,2223,768,868,769,869,0,UPPER HAMMONDS PLAINS,UPPER HAMMONDS PLAINS,EL,OR,16609,16609,ST12562,6/19/2001 0:00:00,12/7/2018 0:00:00,,WSZ3,468.429261227848542
126,RRRDCF60,POCKWOCK,RD,POCKWOCK RD,HRM,BARNAMORE LANE,MARSMAN LANE,BOTH,OPEN,MINOR COLLECTOR,HRM,4/1/2006 0:00:00,,,CS,700011341,2223,994,1078,995,1079,600000382,UPPER HAMMONDS PLAINS,UPPER HAMMONDS PLAINS,EL,OR,16609,16609,ST48568,9/24/2020 0:00:00,10/4/2024 15:04:01,,WSZ3,390.343014544546179
127,RRRDCF60,POCKWOCK,RD,POCKWOCK RD,HRM,MARSMAN LANE,VALENTINE LANE,BOTH,OPEN,MINOR COLLECTOR,HRM,4/1/2006 0:00:00,,,CR,600000382,2223,1080,1178,1081,1173,0,UPPER HAMMONDS PLAINS,UPPER HAMMONDS PLAINS,EL,OR,16609,16609,ST11319,6/19/2001 0:00:00,9/24/2020 0:00:00,,WSZ3,461.773723349992679
128,RRRDCF60,POCKWOCK,RD,POCKWOCK RD,HRM,EQUESTRIAN LANE,CHAMOMILE LANE,BOTH,OPEN,MINOR COLLECTOR,HRM,4/1/2006 0:00:00,,,CR,700011769,2223,1314,1500,1315,1501,700001286,UPPER HAMMONDS PLAINS,UPPER HAMMONDS PLAINS,EL,OR,16609,16609,ST48996,5/3/2022 15:56:08,10/4/2024 15:04:01,,WSZ3,706.062019054094435
129,RRRDCF60,POCKWOCK,RD,POCKWOCK RD,HRM,SAFFRON LANE,END,BOTH,OPEN,MINOR COLLECTOR,HRM,4/1/2006 0:00:00,,,CR,700001286,2223,1516,1900,1517,1899,600000382,UPPER HAMMONDS PLAINS,UPPER HAMMONDS PLAINS,EL,OR,16609,16609,ST8371,6/19/2001 0:00:00,5/3/2022 15:58:29,,WSZ3,1442.174598748222934
130,RRRDLG60,LUCASVILLE,RD,LUCASVILLE RD,HRM,BRYANSTON RD,WADEE CRT,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,DM,100002635,2225,408,518,407,519,0,LUCASVILLE,LUCASVILLE,EL,OR,10610,10610,ST9304,7/11/2001 0:00:00,9/1/2011 0:00:00,,WSZ3,511.782887637783290
131,RRRDLG60,LUCASVILLE,RD,LUCASVILLE RD,HRM,WATERSTONE RUN,FIRST ST,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,DM,100002300,2225,894,974,895,975,700001344,LUCASVILLE,LUCASVILLE,EL,OR,10610,10610,ST10421,6/19/2001 0:00:00,3/19/2018 0:00:00,,WSZ3,373.454498647103321
132,RRRDLG60,LUCASVILLE,RD,LUCASVILLE RD,HRM,ELEVENTH ST,CRANLEY RD,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,DM,700003459,2225,1132,1274,1133,1275,0,LUCASVILLE,LUCASVILLE,EL,OR,10610,10610,ST615,6/19/2001 0:00:00,12/11/2019 0:00:00,,WSZ3,591.001202319140248
133,RRRDLG60,LUCASVILLE,RD,LUCASVILLE RD,HRM,LUCASVILLE RD,HAMMONDS PLAINS RD,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,DM,700003460,2225,1392,1564,1391,1565,0,HAMMONDS PLAINS,HAMMONDS PLAINS,EL,OR,8081,8081,ST616,6/19/2001 0:00:00,3/19/2018 0:00:00,,WSZ3,1046.864134886121519
134,RRRD,DIANA,DR,DIANA DR,HRM,KINGSWOOD DR,SHANNONVALE CRT,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,DM,700500550,2239,12,16,11,17,100002566,HAMMONDS PLAINS,HAMMONDS PLAINS,EL,OR,7414,7414,ST50550,12/10/2025 13:36:52,12/10/2025 13:36:52,,WSZ3,71.480001500936268
135,RRRD,TERRADORE,LANE,TERRADORE LANE,HRM,TERRADORE LANE,GARVEY CRT,BOTH,OPEN,LOCAL STREET,HRM,,,,SD,700500166,2242,88,116,89,115,,BEDFORD,BEDFORD,EL,OR,67012,67012,ST50166,8/5/2025 15:01:06,8/5/2025 18:06:00,,WSZ3,114.739060374744341
136,RRRDLJ60,CRESTFIELD,DR,CRESTFIELD DR,HRM,HAMMONDS PLAINS RD,NESTWELL LANE,BOTH,OPEN,LOCAL STREET,HRM,,,,DM,100001396,2249,2,6,1,5,0,HAMMONDS PLAINS,HAMMONDS PLAINS,EL,OR,7364,7364,ST647,6/15/2001 0:00:00,10/4/2024 15:04:01,,WSZ3,94.800842472196308
137,RRRD,WHITE HILLS,RUN,WHITE HILLS RUN,HRM,BISHOPS GATE RD,,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,SD,700001640,2270,1776,1836,1777,1837,600001169,HAMMONDS PLAINS,HAMMONDS PLAINS,EL,OR,15416,15416,ST1414,6/18/2001 0:00:00,,,WSZ3,218.614351068846844
138,RRRD,WHITE HILLS,RUN,WHITE HILLS RUN,HRM,SANDWICK DR,WHITE HILLS RUN,BOTH,OPEN,MINOR COLLECTOR,HRM,11/6/2008 0:00:00,,,DM,700006892,2270,1838,1868,1839,1869,,HAMMONDS PLAINS,HAMMONDS PLAINS,EL,OR,15416,15416,ST13046,11/21/2008 0:00:00,,,WSZ3,101.496892103761368
139,RRRD,THOMPSON,RUN,THOMPSON RUN,HRM,SANDY RUN,ARBOURVIEW LANE,BOTH,OPEN,LOCAL STREET,HRM,4/29/1999 0:00:00,,,CS,700003864,2318,298,380,297,381,0,HAMMONDS PLAINS,HAMMONDS PLAINS,EL,OR,15301,15301,ST246,6/15/2001 0:00:00,1/14/2022 20:10:19,,WSZ3,256.919870247826680
140,RRRD,BELLE,ST,BELLE ST,HRM,ELIZABETH DOANE DR,COLINS RD,BOTH,OPEN,LOCAL STREET,HRM,,,,DM,700003695,2326,12,38,13,37,0,BEDFORD,BEDFORD,EL,OR,16553,16553,ST11135,6/15/2001 0:00:00,3/26/2025 15:21:46,,WSZ3,311.650268720056204
141,RRRD,AZITA,CRT,AZITA CRT,HRM,MOIRS MILL RD,AZITA CRT,BOTH,OPEN,LOCAL STREET,HRM,,,,DM,100001768,2330,1,13,2,12,0,BEDFORD,BEDFORD,OL,ER,5012,5012,ST10729,9/12/2001 0:00:00,,,WSZ3,51.473117286423978
142,RRRD,NINE MILE,DR,NINE MILE DR,HRM,OCEANVIEW DR,TERNAN GATE,BOTH,OPEN,MAJOR COLLECTOR,HRM,7/9/2014 0:00:00,,,SD,700009659,2355,510,570,511,571,100001706,BEDFORD,BEDFORD,EL,OR,10716,10716,ST17149,4/7/2014 0:00:00,,,WSZ3,283.356890122327741
143,RRRD,ARMENIA,DR,ARMENIA DR,HRM,FAIRWINDS PL,ARMENIA DR,BOTH,OPEN,LOCAL STREET,HRM,9/10/2014 0:00:00,,,SD,700008525,2359,44,138,45,139,700009736,BEDFORD,BEDFORD,EL,OR,10081,10081,ST17032,2/25/2013 0:00:00,9/23/2014 0:00:00,,WSZ3,288.892773892055743
144,RRRD,OLIVE,AVE,OLIVE AVE,HRM,IDELLA LANE,END,BOTH,OPEN,LOCAL STREET,HRM,,,,CS,700500145,2427,144,196,145,195,,BEDFORD,BEDFORD,EL,OR,5135,5135,ST50145,7/18/2025 12:54:25,12/8/2025 13:57:01,,WSZ3,214.234652720238927
145,RRRDLG60,WALKER SERVICE,RD,WALKER SERVICE RD,HRM,MANOR DR,WALKER SERVICE RD,BOTH,OPEN,LOCAL STREET,HRM,,,,DM,100000662,2446,48,122,49,123,0,LOWER SACKVILLE,LOWER SACKVILLE,EL,OR,5531,5531,ST11938,8/3/2001 0:00:00,10/4/2024 15:04:01,,WSZ2,788.149562441764374
146,RRRD,OLD SACKVILLE,RD,OLD SACKVILLE RD,HRM,ARKLE LANE,WALKER AVE,BOTH,OPEN,MINOR COLLECTOR,HRM,2/1/1999 0:00:00,,,DM,100000665,2453,666,742,667,743,0,LOWER SACKVILLE,LOWER SACKVILLE,EL,OR,8371,8371,ST10287,8/2/2001 0:00:00,6/4/2020 0:00:00,,WSZ2,364.184110248015656
