"OBJECTID","STR_CODE","STR_NAME","STR_TYPE","GSA_NAME","FULL_NAME","STR_STATUS","OWN","DATE_ACCEPT","PST_CLASS","SOURCE","FDMID","FROM_STREET","TO_STREET","SHAPE_LENGTH","SHORT_DESC","LONG_DESC","SURF_MAT","SDI","PAVE_WIDTH","RATE_DATE","NUM_CURB","WIDTH2","BASEVAL","SURFVAL","OLD_FDMID","DATE_RET","DATE_REV","DATE_ACT","SYS_DATE"
"6380","0","LEIBLIN","DR","HALIFAX","LEIBLIN DR","OPEN","HRM","","MINOR COLLECTOR","CA","300002850","","","85.32670852","LEIBLIN DR (ELMDALE CRES TO ELMDALE CRES)","LEIBLIN DR (HALIFAX)","ASPHALT","7.53500000","7.00000000","2017-02-23","0","10.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-18","2022-09-12"
"6381","0","VESTRY","ST","HALIFAX","VESTRY ST","OPEN","HRM","","LOCAL STREET","CA","300000222","","","13.41453071","VESTRY ST (ACADIA ST TO ACADIA ST)","VESTRY ST (HALIFAX)","BST","4.09600000","9.00000000","2013-04-22","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-27","2020-11-09"
"6382","0","WILCOT","LANE","DARTMOUTH","WILCOT LANE","OPEN","HRM","","LOCAL STREET","DM","200003056","","","419.96733706","WILCOT LANE (LYNWOOD DR TO END)","WILCOT LANE (DARTMOUTH)","ASPHALT","6.64500000","9.00000000","2014-06-30","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-18","2022-09-12"
"6383","0","JOSEPH HOWE","DR","HALIFAX","JOSEPH HOWE DR","OPEN","HRM","","ARTERIAL","CA","300001554","","","65.95301884","JOSEPH HOWE DR (ASCOT AVE TO ROSEMOUNT AVE)","JOSEPH HOWE DR (HALIFAX)","ASPHALT","9.84400000","15.00000000","2014-01-17","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-29","2020-11-09"
"6384","0","ST MARGARETS BAY","RD","HALIFAX","ST MARGARETS BAY RD","OPEN","HRM","","ARTERIAL","CA","300001890","","","100.36437816","ST MARGARETS BAY RD (BIRCHES DR TO CROWN DR)","ST MARGARETS BAY RD (HALIFAX)","ASPHALT","9.05500000","8.00000000","2012-10-18","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-31","2022-09-12"
"6385","0","SIDNEY","CRES","EASTERN PASSAGE","SIDNEY CRES","OPEN","HRM","","LOCAL STREET","DM","200002038","","","265.68836420","SIDNEY CRES (HIMMELMAN DR TO HIMMELMAN DR)","SIDNEY CRES (EASTERN PASSAGE)","ASPHALT","5.88800000","9.00000000","2014-05-06","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-13","2022-09-12"
"6386","0","AMARANTH","CRES","COLE HARBOUR","AMARANTH CRES","OPEN","HRM","","LOCAL STREET","DM","200002968","","","463.23810662","","AMARANTH CRES (COLE HARBOUR)","ASPHALT","5.42400000","9.10000000","2017-03-01","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-25","2022-09-12"
"6387","0","WATT","ST","HALIFAX","WATT ST","OPEN","HRM","","LOCAL STREET","CA","300001946","","","78.87914123","WATT ST (WALNUT ST TO CHESTNUT ST)","WATT ST (HALIFAX)","ASPHALT","7.26900000","8.00000000","2015-10-15","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-12","2020-11-09"
"6388","0","LUANN","DR","WESTPHAL","LUANN DR","OPEN","HRM","","LOCAL STREET","DM","200002373","","","90.47756708","LUANN DR (BRIAN DR TO MEMORIAL DR)","LUANN DR (WESTPHAL)","ASPHALT","6.24600000","9.00000000","2014-05-06","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-26","2022-09-12"
"6389","0","BROWN","AVE","DARTMOUTH","BROWN AVE","OPEN","HRM","","LOCAL STREET","DM","200002509","","","331.35589341","BROWN AVE (THORNHILL DR TO THORNE AVE)","BROWN AVE (DARTMOUTH)","ASPHALT","6.33400000","9.00000000","2014-10-29","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-26","2020-11-09"
"6390","0","HOLLAND","RD","FLETCHERS LAKE","HOLLAND RD","OPEN","HRM","","MINOR COLLECTOR","CR","100000949","","","465.57150432","HOLLAND RD (HIGHWAY 2 TO CORA LANE)","HOLLAND RD (FLETCHERS LAKE)","ASPHALT","5.43100000","7.50000000","2015-06-23","1","9.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-17","2020-11-09"
"6391","0","FARNHAM GATE","RD","HALIFAX","FARNHAM GATE RD","OPEN","HRM","2000-04-06","MINOR COLLECTOR","DM","300002727","","","129.25662735","FARNHAM GATE RD (ROSS ST TO CHELTON WOODS LANE)","FARNHAM GATE RD (HALIFAX)","ASPHALT","7.67900000","15.00000000","2014-01-28","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-05","2020-11-09"
"6392","0","PARKHILL","RD","HALIFAX","PARKHILL RD","OPEN","HRM","","LOCAL STREET","CA","300002460","","","394.96018076","PARKHILL RD (WILLIAMS LAKE RD TO KIRK RD)","PARKHILL RD (HALIFAX)","ASPHALT","9.60000000","7.00000000","2015-09-15","0","10.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-21","2022-09-12"
"6393","0","MELROSE","AVE","HALIFAX","MELROSE AVE","OPEN","HRM","","LOCAL STREET","CA","300001088","","","97.98154458","MELROSE AVE (WESTERWALD ST TO SCHOOL AVE)","MELROSE AVE (HALIFAX)","ASPHALT","5.22600000","10.00000000","2013-07-09","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-11","2020-11-09"
"6394","0","KAYE","ST","LOWER SACKVILLE","KAYE ST","OPEN","HRM","","LOCAL STREET","DM","100000456","","","527.27258379","KAYE ST (BELLESHIRE DR TO BELLESHIRE DR)","KAYE ST (LOWER SACKVILLE)","ASPHALT","9.02300000","9.20000000","2014-07-22","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-07-20","2020-11-09"
"6395","0","PEARSON","DR","HALIFAX","PEARSON DR","OPEN","HRM","","LOCAL STREET","DM","300001264","","","74.62650866","PEARSON DR (RALSTON AVE TO MAYFIELD AVE)","PEARSON DR (HALIFAX)","BST","8.61100000","11.00000000","2015-09-23","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-06","2020-11-09"
"6396","0","RIDGEVALE","DR","BEDFORD","RIDGEVALE DR","OPEN","HRM","","LOCAL STREET","DM","100002277","","","322.54533073","RIDGEVALE DR (LOWE CRT TO QUINN CRT)","RIDGEVALE DR (BEDFORD)","ASPHALT","9.84400000","9.00000000","2014-12-11","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-22","2020-11-09"
"6397","0","MACDONALD","AVE","DARTMOUTH","MACDONALD AVE","OPEN","HRM","","MINOR COLLECTOR","DM","200000707","","","517.43800578","MACDONALD AVE (WRIGHT AVE TO THORNHILL DR)","MACDONALD AVE (DARTMOUTH)","ASPHALT","5.93300000","10.00000000","2014-10-27","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-26","2020-11-09"
"6398","0","FLAMINGO","DR","HALIFAX","FLAMINGO DR","OPEN","HRM","","MINOR COLLECTOR","CA","300000215","","","74.59014636","FLAMINGO DR (NIGHTINGALE DR TO DIPPER CRES)","FLAMINGO DR (HALIFAX)","ASPHALT","8.62500000","9.00000000","2015-09-02","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-07","2020-11-09"
"6399","0","MAJOR","ST","DARTMOUTH","MAJOR ST","OPEN","HRM","","MINOR COLLECTOR","DM","200000952","","","102.71700256","MAJOR ST (GORDON AVE TO LAKECREST DR)","MAJOR ST (DARTMOUTH)","ASPHALT","8.50100000","10.00000000","2015-11-02","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-23","2022-09-12"
"6400","0","PRINCE","ST","LOWER SACKVILLE","PRINCE ST","OPEN","HRM","","LOCAL STREET","DM","100002198","","","179.82851864","PRINCE ST (TILLOCK DR TO MCDOUGALL AVE)","PRINCE ST (LOWER SACKVILLE)","ASPHALT","9.02300000","9.10000000","2015-07-07","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-07-20","2020-11-09"
"6401","0","VREGE","CRT","HAMMONDS PLAINS","VREGE CRT","OPEN","HRM","2005-03-03","LOCAL STREET","DM","100001383","","","699.98570846","VREGE CRT (BRENDA DR TO BRENDA DR)","VREGE CRT (HAMMONDS PLAINS)","ASPHALT","8.50856330","7.45000000","2015-06-04","0","10.45000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-06-04","2020-11-09"
"6402","0","VILLAGE","RD","HERRING COVE","VILLAGE RD","OPEN","HRM","","LOCAL STREET","SD","700006292","","","353.22051797","VILLAGE RD (SALTWATTERS LANE TO STONE WALL RD)","VILLAGE RD (HERRING COVE)","ASPHALT","7.81300000","6.10000000","2015-07-30","0","9.10000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-06","2022-09-12"
"6403","0","PRINCE","ST","LOWER SACKVILLE","PRINCE ST","OPEN","HRM","","LOCAL STREET","DM","100002208","","","220.13047623","PRINCE ST (TILLEY CRT TO PINEHILL DR)","PRINCE ST (LOWER SACKVILLE)","ASPHALT","9.02300000","9.10000000","2013-11-06","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-07-31","2020-11-09"
"6404","0","ARMANDA","CRES","FALL RIVER","ARMANDA CRES","OPEN","HRM","","LOCAL STREET","DM","100000915","","","449.85417832","ARMANDA CRES (JAMIESON DR TO JAMIESON DR)","ARMANDA CRES (FALL RIVER)","ASPHALT","9.84400000","9.10000000","2015-12-16","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-12","2020-11-09"
"6405","0","LAWNSDALE","DR","DARTMOUTH","LAWNSDALE DR","OPEN","HRM","","LOCAL STREET","DM","200000061","","","298.40439547","LAWNSDALE DR (LYNGBY AVE TO LOUISE AVE)","LAWNSDALE DR (DARTMOUTH)","ASPHALT","9.71100000","8.00000000","2015-07-23","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-13","2020-11-09"
"6406","0","RICHARDSON","DR","FALL RIVER","RICHARDSON DR","OPEN","HRM","","MINOR COLLECTOR","DM","100000872","","","411.56583987","RICHARDSON DR (DAVISON DR TO CONCORD AVE)","RICHARDSON DR (FALL RIVER)","ASPHALT","5.14400000","9.10000000","2013-10-31","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-12","2020-11-09"
"6407","0","PAYZANT","AVE","HALIFAX","PAYZANT AVE","OPEN","HRM","","LOCAL STREET","CA","300002000","","","85.84575840","PAYZANT AVE (CHESTNUT ST TO PRESTON ST)","PAYZANT AVE (HALIFAX)","ASPHALT","7.30300000","9.00000000","2016-11-28","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-10","2020-11-09"
"6409","0","BRUNSWICK","ST","HALIFAX","BRUNSWICK ST","OPEN","HRM","","LOCAL STREET","DM","700006624","","","17.72011797","BRUNSWICK ST (SUNRISE WALK TO ARTZ ST)","BRUNSWICK ST (HALIFAX)","ASPHALT","10.00000000","9.00000000","2016-01-26","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2002-01-01","2020-11-09"
"6410","0","RIVERSIDE","DR","LOWER SACKVILLE","RIVERSIDE DR","OPEN","HRM","","MINOR COLLECTOR","CA","100000114","","","165.31292278","RIVERSIDE DR (MAPLE GROVE AVE TO KIPLING DR)","RIVERSIDE DR (LOWER SACKVILLE)","ASPHALT","10.00000000","9.10000000","2016-03-16","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-07-17","2020-11-09"
"6411","0","SPRING","AVE","DARTMOUTH","SPRING AVE","OPEN","HRM","","MINOR COLLECTOR","CR","200002353","","","88.85877059","SPRING AVE (STEPHEN CROSS DR TO BELLE VISTA DR)","SPRING AVE (DARTMOUTH)","ASPHALT","8.06700000","10.00000000","2014-06-23","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-29","2022-09-12"
"6412","0","CLAUDIA","CRES","MIDDLE SACKVILLE","CLAUDIA CRES","OPEN","HRM","2009-08-07","LOCAL STREET","DM","700007027","","","73.72216839","","CLAUDIA CRES (MIDDLE SACKVILLE)","ASPHALT","8.82500000","8.30000000","2015-06-17","2","0.00000000","22644.77986125","26316.90632524","","","2025-03-05","2009-05-08","2020-11-09"
"6413","0","HAMMONDS PLAINS","RD","BEDFORD","HAMMONDS PLAINS RD","OPEN","HRM","","ARTERIAL","SD","100001560","","","201.90705267","HAMMONDS PLAINS RD (GILES DR TO GILES DR)","HAMMONDS PLAINS RD (BEDFORD)","ASPHALT","8.65700000","19.00000000","2013-10-10","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-02","2020-11-09"
"6414","0","SHERWOOD","ST","COLE HARBOUR","SHERWOOD ST","OPEN","HRM","","LOCAL STREET","DM","200001314","","","77.24939021","SHERWOOD ST (SHREWSBURY RD TO CALDWELL RD)","SHERWOOD ST (COLE HARBOUR)","ASPHALT","6.65700000","9.00000000","2014-05-13","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-20","2022-09-12"
"6415","0","PLEASANT","ST","DARTMOUTH","PLEASANT ST","OPEN","HRM","","MAJOR COLLECTOR","DM","200000764","","","151.09116375","PLEASANT ST (ALBERT ST TO ST GEORGES LANE)","PLEASANT ST (DARTMOUTH)","ASPHALT","8.20300000","11.00000000","2015-09-24","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-06","2020-11-09"
"6416","0","FADER","ST","DARTMOUTH","FADER ST","OPEN","HRM","","LOCAL STREET","DM","200002604","","","291.08633283","FADER ST (SCOTSBURN AVE TO DAVID ST)","FADER ST (DARTMOUTH)","ASPHALT","7.61300000","10.00000000","2014-11-06","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-23","2022-09-12"
"6417","0","SHIRLEY","ST","HALIFAX","SHIRLEY ST","OPEN","HRM","","LOCAL STREET","CA","300001661","","","72.69824203","SHIRLEY ST (CHESTNUT ST TO PRESTON ST)","SHIRLEY ST (HALIFAX)","ASPHALT","7.83800000","9.00000000","2015-10-15","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-10","2020-11-09"
"6418","0","DONVIEW","DR","DARTMOUTH","DONVIEW DR","OPEN","HRM","","LOCAL STREET","DM","700007246","","","51.27358711","","DONVIEW DR (DARTMOUTH)","ASPHALT","7.84700000","9.00000000","2014-05-21","2","0.00000000","0.00000000","0.00000000","200002587.00000000","","2025-03-05","2001-10-29","2022-09-12"
"6420","0","SHANNONVALE","CRT","HAMMONDS PLAINS","SHANNONVALE CRT","OPEN","HRM","2001-03-13","LOCAL STREET","DM","100002554","","","142.74584936","SHANNONVALE CRT (DIANA DR TO BLACK DUCK TERR)","SHANNONVALE CRT (HAMMONDS PLAINS)","ASPHALT","7.89000000","9.00000000","2015-06-04","0","12.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-06-04","2020-11-09"
"6421","0","FLYING CLOUD","DR","COLE HARBOUR","FLYING CLOUD DR","OPEN","HRM","","MINOR COLLECTOR","DM","200001537","","","130.97178134","FLYING CLOUD DR (PAXTON DR TO TAMERLANE CRT)","FLYING CLOUD DR (COLE HARBOUR)","ASPHALT","7.95800000","9.10000000","2014-05-08","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-31","2022-09-12"
"6422","0","MAIN","ST","DARTMOUTH","MAIN ST","OPEN","HRM","","ARTERIAL","DM","200001618","","","80.44217038","MAIN ST (BOOTH ST TO FADER ST)","MAIN ST (DARTMOUTH)","ASPHALT","8.07800000","15.00000000","2013-12-05","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-22","2022-09-12"
"6423","0","UPPER GOVERNOR","ST","NORTH PRESTON","UPPER GOVERNOR ST","OPEN","HRM","","MAJOR COLLECTOR","DM","700007175","","","266.46294540","","UPPER GOVERNOR ST (NORTH PRESTON)","ASPHALT","9.11200000","6.20000000","2015-07-23","0","9.20000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-05","2022-09-12"
"6424","0","BRENTWOOD","AVE","TIMBERLEA","BRENTWOOD AVE","OPEN","HRM","","MINOR COLLECTOR","DM","300003169","","","251.54580980","BRENTWOOD AVE (EISENER ST TO YOON CRT)","BRENTWOOD AVE (TIMBERLEA)","ASPHALT","7.53400000","9.00000000","2015-08-25","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-30","2022-09-12"
"6425","0","GREENOCH","DR","DARTMOUTH","GREENOCH DR","OPEN","HRM","2002-12-06","LOCAL STREET","DM","200001106","","","304.78680158","GREENOCH DR (KINCARDINE DR TO DUMBARTON AVE)","GREENOCH DR (DARTMOUTH)","ASPHALT","4.06500000","9.00000000","2014-12-06","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-23","2022-09-12"
"6426","0","LAKEVIEW","AVE","MIDDLE SACKVILLE","LAKEVIEW AVE","OPEN","HRM","2000-06-22","MINOR COLLECTOR","DM","100000096","","","130.63325908","LAKEVIEW AVE (SACKVILLE DR TO FIRST AVE)","LAKEVIEW AVE (MIDDLE SACKVILLE)","ASPHALT","9.84400000","6.10000000","2014-01-21","0","9.10000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-05-18","2020-11-09"
"6427","0","SPRUCE GROVE","CRT","BEAVER BANK","SPRUCE GROVE CRT","OPEN","HRM","","LOCAL STREET","DM","100000411","","","87.25256502","","SPRUCE GROVE CRT (BEAVER BANK)","ASPHALT","6.85600000","9.10000000","2013-10-24","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-10","2020-11-09"
"6428","0","CIRCLE","DR","HALIFAX","CIRCLE DR","OPEN","HRM","","LOCAL STREET","DM","700003657","","","57.49564980","CIRCLE DR (CLOVIS AVE TO JOYCE AVE)","CIRCLE DR (HALIFAX)","ASPHALT","3.59400000","5.00000000","2015-10-27","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-20","2022-09-12"
"6429","0","MATHERS","CRT","TIMBERLEA","MATHERS CRT","OPEN","HRM","","LOCAL STREET","DM","300003198","","","79.52186489","MATHERS CRT (GOVERNORS LAKE DR TO END)","MATHERS CRT (TIMBERLEA)","ASPHALT","7.30700000","9.00000000","2015-08-26","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-03","2022-09-12"
"6430","0","PORTLAND","ST","DARTMOUTH","PORTLAND ST","OPEN","HRM","","MAJOR COLLECTOR","DM","200000760","","","108.99449113","PORTLAND ST (PLEASANT ST TO HAWTHORNE ST)","PORTLAND ST (DARTMOUTH)","ASPHALT","7.16900000","10.10000000","2016-10-19","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-07","2020-11-09"
"6431","0","CHERRYWOOD","DR","COLE HARBOUR","CHERRYWOOD DR","OPEN","HRM","","LOCAL STREET","DM","200001195","","","76.76811633","CHERRYWOOD DR (EVELYN WOOD PL TO EAGLE LANE)","CHERRYWOOD DR (COLE HARBOUR)","ASPHALT","5.43600000","9.00000000","2014-05-15","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-25","2022-09-12"
"6432","0","COLBY","DR","COLE HARBOUR","COLBY DR","OPEN","HRM","","MINOR COLLECTOR","DM","200003107","","","111.63838472","COLBY DR (CRESTWOOD PL TO COVENTRY LANE)","COLBY DR (COLE HARBOUR)","ASPHALT","9.04600000","9.00000000","2013-08-14","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-24","2022-09-12"
"6433","0","LODGE","AVE","HAMMONDS PLAINS","LODGE AVE","OPEN","HRM","2006-04-01","LOCAL STREET","DM","600001279","","","319.44755545","LODGE AVE (BEAVER LAKE DR TO END)","LODGE AVE (HAMMONDS PLAINS)","ASPHALT","8.66700000","6.40000000","2015-06-09","0","9.40000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-06-18","2020-11-09"
"6434","0","SACKVILLE","DR","MIDDLE SACKVILLE","SACKVILLE DR","OPEN","HRM","","ARTERIAL","DM","100000593","","","333.52218187","SACKVILLE DR (SHARON DR TO JUBILEE LANE)","SACKVILLE DR (MIDDLE SACKVILLE)","ASPHALT","8.57900000","12.00000000","2015-06-18","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-07-11","2020-11-09"
"6435","0","TRENHOLME","ST","DARTMOUTH","TRENHOLME ST","OPEN","HRM","","LOCAL STREET","DM","200000660","","","198.70379918","TRENHOLME ST (EVERETTE ST TO END)","TRENHOLME ST (DARTMOUTH)","ASPHALT","8.71100000","8.00000000","2013-08-15","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-18","2022-09-12"
"6436","0","PARKWAY","DR","COLE HARBOUR","PARKWAY DR","OPEN","HRM","2013-01-28","LOCAL STREET","DM","200002851","","","626.28530856","PARKWAY DR (LANDSDOWN DR TO ASTRAL DR)","PARKWAY DR (COLE HARBOUR)","ASPHALT","6.75147946","6.20000000","2015-11-05","0","9.20000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-20","2022-09-12"
"6437","0","KNIGHTSRIDGE","DR","HALIFAX","KNIGHTSRIDGE DR","OPEN","HRM","","MINOR COLLECTOR","CA","300000171","","","16.97241234","KNIGHTSRIDGE DR (CAMELOT LANE TO FLAMINGO DR)","KNIGHTSRIDGE DR (HALIFAX)","ASPHALT","5.62900000","15.00000000","2013-07-18","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-05","2020-11-09"
"6438","0","SHOREHAM","LANE","HALIFAX","SHOREHAM LANE","OPEN","HRM","","LOCAL STREET","FA","700007549","","","64.98915633","","SHOREHAM LANE (HALIFAX)","ASPHALT","6.03400000","8.40000000","2015-09-15","0","11.40000000","0.00000000","0.00000000","300003417.00000000","","2025-03-05","2001-12-21","2022-09-12"
"6439","0","GOLD","LANE","MONTAGUE GOLD MINES","GOLD LANE","OPEN","HRM","","LOCAL STREET","DM","200002737","","","140.79701406","GOLD LANE (MONTAGUE RD TO END)","GOLD LANE (MONTAGUE GOLD MINES)","BST","7.62200000","10.00000000","2014-06-30","0","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-04","2022-09-12"
"6440","0","BROCKHURST","CL","HALIFAX","BROCKHURST CL","OPEN","HRM","","LOCAL STREET","DM","300000362","","","80.43295230","","BROCKHURST CL (HALIFAX)","ASPHALT","6.58400000","8.00000000","2013-07-18","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-05","2020-11-09"
"6441","0","PRINCE ARTHUR","AVE","DARTMOUTH","PRINCE ARTHUR AVE","OPEN","HRM","","","DM","700006670","","","8.66573090","PRINCE ARTHUR AVE (PRINCE ARTHUR AVE TO PRINCE ARTHUR AVE)","PRINCE ARTHUR AVE (DARTMOUTH)","ASPHALT","4.63900000","6.00000000","2014-09-07","2","0.00000000","0.00000000","0.00000000","","","2025-03-05","2008-09-05","2020-11-09"
"6442","0","HALFWAY LAKE","DR","HAMMONDS PLAINS","HALFWAY LAKE DR","OPEN","HRM","2006-04-01","LOCAL STREET","CR","600000059","","","309.13071631","HALFWAY LAKE DR (BRANDY CRT TO EVANS DR)","HALFWAY LAKE DR (HAMMONDS PLAINS)","ASPHALT","7.11100000","6.40000000","2015-06-09","0","9.40000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-06-18","2020-11-09"
"6443","0","ABILENE","AVE","WELLINGTON","ABILENE AVE","OPEN","HRM","2006-04-01","LOCAL STREET","DM","700004725","","","399.85189142","ABILENE AVE (HIGHWAY 2 TO DAKOTA DR)","ABILENE AVE (WELLINGTON)","","0.00000000","0.00000000","","0","0.00000000","0.00000000","0.00000000","","","2025-03-05","2006-01-30","2020-11-09"
"6444","0","GLENFOREST","DR","HALIFAX","GLENFOREST DR","OPEN","HRM","","LOCAL STREET","CA","300000632","","","180.84017939","GLENFOREST DR (LACEWOOD DR TO SMART ST)","GLENFOREST DR (HALIFAX)","ASPHALT","8.75700000","8.40000000","2015-10-06","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-07","2020-11-09"
"6445","0","FREDERICK","AVE","HALIFAX","FREDERICK AVE","OPEN","HRM","","LOCAL STREET","CA","300000954","","","284.96957505","FREDERICK AVE (BIRCH ST TO ALEX ST)","FREDERICK AVE (HALIFAX)","ASPHALT","5.89100000","9.00000000","2013-07-09","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-10","2020-11-09"
"6446","0","WOODLAND","AVE","DARTMOUTH","WOODLAND AVE","OPEN","HRM","","ARTERIAL","DM","200000461","","","17.48118230","WOODLAND AVE (FREDERICK ST TO PINEHILL RD)","WOODLAND AVE (DARTMOUTH)","ASPHALT","9.84400000","10.50000000","2016-01-12","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-20","2020-11-09"
"6447","0","COLBY","DR","COLE HARBOUR","COLBY DR","OPEN","HRM","","MINOR COLLECTOR","DM","200001344","","","107.31687076","COLBY DR (COVENTRY LANE TO COVENTRY LANE)","COLBY DR (COLE HARBOUR)","ASPHALT","9.04600000","9.00000000","2013-08-14","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-24","2022-09-12"
"6448","0","COLBY","DR","COLE HARBOUR","COLBY DR","OPEN","HRM","","MINOR COLLECTOR","DM","200002913","","","283.06581252","COLBY DR (BELLROYAL CRT TO BECKS WAY)","COLBY DR (COLE HARBOUR)","ASPHALT","6.70100000","9.00000000","2016-11-29","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-24","2022-09-12"
