"ASSET_ID","GROUP_ID","ACQ_TYPE","PID","ACQ_COST","ASSET_TYPE","OWNER","DISPOSAL","MAIN_CLASS","ACQ_DATE","DISP_DATE","DISP_TYPE","ACQDISPSOURCE","LAND_NAME","HECTARES","SERV_CAT","PARK_ID","PARK_NAME","REPL_COST","HRWC_FLAG","ASSET_RECORD_COUNT","HRM_PARCEL_ADDDATE","HRM_PARCEL_MODDATE"
"1","1264","","40079683","","LAND","HRM","Y","VAC","",""," ",""," ","0.007","H","","","","","1","2007-11-06","2016-08-23"
"2","1242","LAND","41034919","0.00000000","LAND","HRM","","OPN","2002-03-27","","","Transaction Summary","AARONS WAY PARK","0.999","G","1242","AARONS WAY PARK","","","1","2007-11-06","2017-06-27"
"3","9997","LAND","40519845","0.00000000","LAND","HRM","","DRA","1996-01-01","","","Transaction Summary","DRAINAGE","0.077","F","","","","","1","2007-11-06","2017-03-24"
"5","1259","LAND","40076192","110000.00000000","LAND","HRM","","LAU","2005-12-14","","","Transaction Summary","VILLAGE RD HERRING COVE 242","0.053","D","","","","","1","2007-11-06","2017-03-24"
"6","294","LAND","40077877","0.00000000","LAND","HRM","","OPN","1971-12-01","","","Transaction Summary","HERRING COVE JUNIOR HIGH SCHOOL","3.083","G","4023","HERRING COVE JUNIOR HIGH SCHOOL PARK","","","1","2007-11-06","2017-06-27"
"7","1256","LAND","00627414","0.00000000","LAND","HRM","","OPN","1985-08-01","","","Transaction Summary","CHURCHILL ESTATE OPEN SPACE / BUFFER","0.850","G","","","","","1","2007-11-06","2017-03-24"
"8","1254","LAND","40376303","0.00000000","LAND","HRM","","DRA","1996-01-01","","","Transaction Summary"," ","0.037","H","","","","","1","2007-11-06","2017-03-24"
"9","71","LAND","41120262","0.00000000","LAND","HRM","","LAU","2004-02-06","","","Transaction Summary","VILLAGE ROAD WALKWAY","0.204","G","","","","","1","2007-11-06","2017-03-24"
"10","71","LAND","41117631","0.00000000","LAND","HW","Y","LAU","2003-10-02","2011-08-11","TRANSFER","Transaction Summary","VILLAGE ROAD WALKWAY","7.782","G","","","","","1","2007-11-06","2016-08-23"
"11","537","LAND","41074089","0.00000000","LAND","HRM","","OPN","2005-04-29","","","Transaction Summary","BREAKERS DISTRICT PARK","0.599","G","537","BREAKERS DISTRICT PARK","","","1","2007-11-06","2017-06-27"
"12","1253","","00455873","","LAND","HRM","","DRA","","","",""," ","0.018","H","","","","","1","2007-11-06","2017-03-24"
"13","331","LAND","00397208","0.00000000","LAND","HRM","","OPN","1971-12-01","","","Transaction Summary","SAMBRO ELEMENTARY SCHOOL","0.645","G","4019","SAMBRO ELEMENTARY SCHOOL PARK","","","1","2007-11-06","2019-12-19"
"14","1250","LAND","40847311","1500.00000000","LAND","HRM","","OPN","1999-01-12","","","Transaction Summary","BALD ROCK ROAD OPEN SPACE","0.033","G","","","","","1","2007-11-06","2017-03-24"
"15","1245","LAND","40594517","1.00000000","LAND","HRM","","LAB","2004-09-16","","","Transaction Summary","","0.536","H","","","","","1","2007-11-06","2017-03-24"
"16","272","LAND","41489147","0.00000000","LAND","HRM","","OPN","1956-01-01","","","Transaction Summary","EASTERN CONSOLIDATED ELEMENTARY SCHOOL PARK","1.205","G","272","EASTERN CONSOLIDATED ELEMENTARY SCHOOL PARK","","","1","2007-11-06","2021-02-17"
"17","1243","LAND","40250169","0.00000000","LAND","HRM","","OPN","1971-01-01","","","Transaction Summary","MOSER RIVER PARK","0.310","G","1243","MOSER RIVER PARK","","","1","2007-11-06","2017-06-27"
"18","1202","","00449579","","LAND","HRM","","VAC","","","",""," ","0.987","H","","","","","1","2007-11-06","2017-03-24"
"19","332","LAND","00532473","0.00000000","LAND","HRM","","OPN","1965-12-01","","","Transaction Summary","SAMUEL R BALCOLM COMMUNITY CENTRE PARK","2.134","G","332","SAMUEL R. BALCOM COMMUNITY CENTRE PARK","","","1","2007-11-06","2017-06-27"
"20","423","LAND","00564203","0.00000000","LAND","HRM","","OPN","1962-12-01","","","Transaction Summary","MIDDLE MUSQUODOBOIT PARKS AND RECREATION CENTER","2.750","G","423","UPPER MUSQUODOBOIT PARK","","","1","2007-11-06","2017-06-27"
"21","355","","00564187","","LAND","HRM","","OPN","","","","","UPPER MUSQUODOBOIT ELEMENTARY SCHOOL","2.902","G","5115","UPPER MUSQUODOBOIT ELEMENTARY SCHOOL PARK","","","1","2007-11-06","2022-05-22"
"22","426","LAND","40210106","0.00000000","LAND","HRM","","OPN","1984-07-01","","","Transaction Summary","SHEET HARBOUR RECREATION CENTRE","0.578","G","426","SHEET HARBOUR LIONS RECREATION CENTRE PARK","","","1","2007-11-06","2017-06-27"
"23","426","LAND","40210106","0.00000000","LAND","HRM","","OPN","1984-07-01","","","Transaction Summary","SHEET HARBOUR RECREATION CENTRE","1.261","G","426","SHEET HARBOUR LIONS RECREATION CENTRE PARK","","","1","2007-11-06","2017-06-27"
"24","1105","LAND","40619561","0.00000000","LAND","HRM","","LAB","1992-10-07","","","Transaction Summary","PUBLIC PROTECTION","1.492","B","","","","","1","2007-11-06","2017-03-24"
"25","5317","LAND","00585448","0.00000000","LAND","HRM","","OPN","1956-01-01","","","Transaction Summary","MARINE DRIVE ACADEMY PARK","1.615","G","5526","MARINE DRIVE ACADEMY PARK","","","1","2007-11-06","2022-09-02"
"26","5317","LAND","00585455","0.00000000","LAND","HRM","","OPN","1963-12-01","","","Transaction Summary","MARINE DRIVE ACADEMY PARK","3.303","G","5526","MARINE DRIVE ACADEMY PARK","","","1","2007-11-06","2022-09-02"
"27","","LAND","40340184","0.00000000","LAND","FED","","OPN","1963-12-01","","","Transaction Summary","","1.742","","","","","","1","2007-11-06","2022-09-06"
"28","5074","LAND","40210940","0.00000000","LAND","HRM","","OPN","1987-07-01","","","Transaction Summary","SHEET HARBOUR LIONS PARK","0.196","G","5132","SHEET HARBOUR LIONS PARK","","","1","2007-11-06","2017-06-27"
"29","1227","LAND","00564195","0.00000000","LAND","HRM","","VAC","1962-12-01","","","Transaction Summary"," ","0.621","H","","","","","1","2007-11-06","2017-03-24"
"30","1141","LAND","41078502","0.00000000","LAND","HRM","","OPN","2003-03-19","","","Transaction Summary","PLEASANT VALLEY PARK","1.477","G","1141","PLEASANT VALLEY PARK","","","1","2007-11-06","2017-06-27"
"31","1139","LAND","40761306","0.00000000","LAND","HRM","","VAC","1996-09-05","","","Transaction Summary"," ","0.552","H","","","","","1","2007-11-06","2017-03-24"
"32","1136","LAND","40877581","0.00000000","LAND","HRM","","LAB","2000-07-04","","","Transaction Summary","PUBLIC PROTECTION","1.055","B","","","","","1","2007-11-06","2017-03-24"
"33","53","LAND","40349987","0.00000000","LAND","HRM","","LAU","1985-01-07","","","Transaction Summary","SHEET HARBOUR TRANSFER STATION","0.535","D","","","","","1","2007-11-06","2017-03-24"
"34","53","LAND","40350019","0.00000000","LAND","HRM","","LAU","1985-01-07","","","Transaction Summary","SHEET HARBOUR TRANSFER STATION","1.830","D","","","","","1","2007-11-06","2017-03-24"
"35","1119","LAND","00464396","0.00000000","LAND","HRM","","LAB","1985-11-01","","","Transaction Summary","PUBLIC PROTECTION","0.331","B","","","","","1","2007-11-06","2017-03-24"
"36","1112","LAND","40028698","0.00000000","LAND","HRM","","OPN","1982-12-01","","","Transaction Summary","BILLY BOLLONG PARK ","6.156","G","1112","BILLY BOLLONG MEMORIAL PARK","","","1","2007-11-06","2017-06-27"
"37","1112","LAND","00428060","25000.00000000","LAND","HRM","","OPN","1998-09-04","","","Transaction Summary","BILLY BOLLONG PARK ","0.254","G","1112","BILLY BOLLONG MEMORIAL PARK","","","1","2007-11-06","2017-06-27"
"38","1110","LAND","00554824","0.00000000","LAND","HRM","","LAB","1980-12-01","","","Transaction Summary","PUBLIC PROTECTION","0.311","B","","","","","1","2007-11-06","2017-03-24"
"39","1096","","40028193","","LAND","HRM","","VAC","","","",""," ","0.358","H","","","","","1","2007-11-06","2017-03-24"
"40","371","LAND","00554782","0.00000000","LAND","HRM","","OPN","1953-01-01","","","Transaction Summary","LAKEFRONT PARK","0.507","G","5097","LAKEFRONT PARK","","","1","2007-11-06","2017-06-27"
"41","1106","LAND","40371098","0.00000000","LAND","HRM","","LAB","1986-03-01","","","Transaction Summary","PUBLIC PROTECTION","0.183","B","","","","","1","2007-11-06","2017-03-24"
"42","302","LAND","00625855","","LAND","PRIV","Y","ITR","1961-01-01","2010-03-09","SOLD","Transaction Summary","JEDDORE-LAKEVILLE ELEMENTARY","1.046","G","","","","","1","2007-11-06","2016-08-23"
"43","387","LAND","00559344","0.00000000","LAND","HRM","","OPN","1972-12-01","","","Transaction Summary","BEECH HILL ROAD PARK","2.521","G","387","BEECH HILL ROAD PARK","","","1","2007-11-06","2017-06-27"
"44","3618","","40288821","","LAND","HRM","","OPN","","","","","UNKNOWN","5.736","G","","","","","1","2007-11-06","2017-03-24"
"45","1020","LAND","00555540","0.00000000","LAND","PRIV","Y","LAB","1989-02-01","2012-10-25","SOLD","Transaction Summary","OWL'S HEAD VOLUNTEER FIRE STATION (FORMER)","0.218","B","","","","","1","2007-11-06","2016-08-23"
"46","374","","00555516","","LAND","PRIV","Y","VAC","","2018-03-28","SOLD","","ROBERT JAMIESON SCHOOL","1.391","G","","","","","1","2007-11-06","2018-05-22"
"47","1021","LAND","40381741","0.00000000","LAND","HRM","","OPN","1986-05-01","","","Transaction Summary","EAST JEDDORE PARK","0.522","G","1021","EAST JEDDORE PARK","","","1","2007-11-06","2017-06-27"
"48","600","LAND","40189946","0.00000000","LAND","HRM","","OPN","1965-12-01","","","Transaction Summary","GORDON J. STEVENS PARK","0.754","G","600","GORDON J. STEVENS PARK","","","1","2007-11-06","2017-06-27"
"49","601","LAND","00539072","0.00000000","LAND","HRM","","OPN","1987-04-01","","","Transaction Summary","MUSQUODOBOIT RURAL HIGH SCHOOL PARK","10.795","G","5157","MUSQUODOBOIT RURAL HIGH SCHOOL PARK","","","1","2007-11-06","2017-06-27"
"50","602","LAND","00539080","0.00000000","LAND","HRM","","SWL","1958-01-01","","","Transaction Summary","HRM MIDDLE MUSQUODOBOIT TRANSFER STATION","3.974","F","","","","","1","2007-11-06","2017-03-24"
"51","7000","LAND","40845851","0.00000000","LAND","HRM","","VAC","1994-10-20","","","Transaction Summary","UNKNOWN TEMPORARY GROUP ASSIGNMENT","0.496","H","","","","","1","2007-11-06","2017-03-24"
"52","612","LAND","00535476","0.00000000","LAND","HRM","","LAB","1976-12-01","","","Transaction Summary","PUBLIC PROTECTION","0.121","B","","","","","1","2007-11-06","2017-03-24"
"53","613","LAND","00538652","0.00000000","LAND","HRM","","LAB","1983-07-01","","","Transaction Summary","BICENTENNIAL THEATRE","0.153","G","","","","","1","2007-11-06","2017-03-24"
"54","1177","","40521478","","LAND","HW","","LAU","","","","","MIDDLE MUSQUODOBOIT WATER TREATMENT PLANT","0.616","D","","","","","1","2007-11-06","2019-05-08"
"55","616","LAND","40845521","0.00000000","LAND","HRM","","UNKN","1994-10-20","","","Transaction Summary","UNKNOWN PARCEL MIDDLE MUSQUODOBOIT","0.042","H","","","","","1","2007-11-06","2023-11-28"
"56","617","LAND","00572156","0.00000000","LAND","HRM","","OPN","1964-12-01","","","Transaction Summary","ELDERBANK PARK","0.594","G","617","ELDERBANK PARK","","","1","2007-11-06","2017-06-27"
"58","621","LAND","40610107","0.00000000","LAND","HRM","","OPN","1991-08-01","","","Transaction Summary","JOHN GRANT PARK","13.470","G","621","JOHN GRANT PARK","","","1","2007-11-06","2017-06-27"
"59","172","LAND","40590994","0.00000000","LAND","HRM","","OPN","1992-01-01","","","Transaction Summary","DALE BENNETT MEMORIAL PARK","0.611","G","172","DALE BENNETT MEMORIAL PARK","","","1","2007-11-06","2024-03-12"
"60","7000","LAND","40582215","0.00000000","LAND","HRM","","VAC","1990-12-01","","","Transaction Summary","UNKNOWN TEMPORARY GROUP ASSIGNMENT","0.154","H","","","","","1","2007-11-06","2017-03-24"
"61","441","LAND","40582207","0.00000000","LAND","HRM","","OPN","1990-12-01","","","Transaction Summary","PEACE PARK","0.314","G","441","PEACE PARK","","","1","2007-11-06","2017-06-27"
"62","441","LAND","40192320","0.00000000","LAND","HRM","","OPN","2002-07-10","","","Transaction Summary","PEACE PARK","3.903","G","441","PEACE PARK","","","1","2007-11-06","2017-06-27"
"63","5071","","00625863","","LAND","PROV","Y","OPN","","2010-08-29","SOLD","","OYSTER POND ACADEMY PARK","1.988","G","5112","OYSTER POND ACADEMY PARK","","","1","2007-11-06","2017-06-27"
"64","624","LAND","40431660","0.00000000","LAND","HRM","","OPN","1998-12-02","","","Transaction Summary","MONUMENT LOOP","0.105","G","","","","","1","2007-11-06","2017-03-24"
"65","492","LAND","40791907","0.00000000","LAND","HRM","","OPN","1998-10-08","","","Transaction Summary","HEAD OF JEDDORE PARK","0.661","G","492","HEAD OF JEDDORE PARK","","","1","2007-11-06","2017-06-27"
"66","627","LAND","00625046","0.00000000","LAND","HRM","","LAB","1979-12-01","","","Transaction Summary","PUBLIC PROTECTION","0.204","B","","","","","1","2007-11-06","2017-03-24"
"67","375","LAND","40215683","0.00000000","LAND","PRIV","Y","ITR","1964-12-01","2011-01-31","SOLD","Transaction Summary","MUSQUODOBOIT ELEMENTARY (FORMER)","0.275","G","","","","","1","2007-11-06","2016-08-23"
"68","","LAND","00593012","0.00000000","LAND","HRM","","OPN","1964-12-01","","","Transaction Summary","","3.605","","","","","","1","2007-11-06","2019-02-07"
"70","629","LAND","40811754","0.00000000","LAND","HRM","","LAB","1998-01-21","","","Transaction Summary","PUBLIC PROTECTION","0.261","B","","","","","1","2007-11-06","2017-03-24"
"71","643","LAND","40556839","0.00000000","LAND","HRM","","VAC","1991-04-01","","","Transaction Summary"," ","1.929","H","","","","","1","2007-11-06","2017-03-24"
"72","3624","","40712234","","LAND","HRM","","UNKN","","","","","UNKNOWN","0.314","C","","","","","1","2007-11-06","2022-01-20"
"73","281","LAND","00368662","0.00000000","LAND","HRM","","OPN","1974-01-01","","","Transaction Summary","GAETZ BROOK JUNIOR HIGH SCHOOL","5.235","G","5154","GAETZ BROOK JUNIOR HIGH SCHOOL PARK","","","1","2007-11-06","2017-06-27"
"74","644","LAND","40497984","0.00000000","LAND","HRM","","OPN","1988-06-01","","","Transaction Summary","PLEASANT DRIVE PARK","0.260","G","644","PETPESWICK LAKE PARK","","","1","2007-11-06","2017-06-27"
"75","482","LAND","00618603","0.00000000","LAND","HRM","","OPN","1992-03-01","","","Transaction Summary","NATHAN SMITH RECREATION CENTRE","3.536","G","482","NATHAN SMITH RECREATION CENTRE PARK","","","1","2007-11-06","2017-06-27"
"76","538","","40223810","","LAND","HRM","","OPN","","","","","FORMER LAKEVIEW CONSOLIDATED ELEMENTARY SCHOOL","0.368","G","5152","FORMER LAKEVIEW CONSOLIDATED SCHOOL PARK","","","1","2007-11-06","2021-02-09"
"77","649","LAND","40558983","0.00000000","LAND","HRM","","OPN","1873-01-01","","","Transaction Summary","CONROD BEACH ROAD PARK","0.223","G","649","CONROD BEACH ROAD PARK","","","1","2007-11-06","2017-06-27"
"78","17","","00476408","","LAND","HRM","","OPN","","","","","GRAND DESERT BEACH","19.239","G","","","","","1","2007-11-06","2020-07-31"
"79","652","LAND","40224115","0.00000000","LAND","HRM","","LAB","1988-09-01","","","Transaction Summary","GRAND DESERT PARK","1.064","G","652","GRAND DESERT PARK","","","1","2007-11-06","2017-06-27"
"80","652","LAND","40224123","9000.00000000","LAND","HRM","","OPN","2001-01-31","","","Transaction Summary","GRAND DESERT PARK","0.381","G","652","GRAND DESERT PARK","","","1","2007-11-06","2017-06-27"
"81","","","00476408","","LAND","HRM","","OPN","","","","","","0.537","","","","","","1","2007-11-06","2020-07-31"
"82","17","","00476408","","LAND","HRM","","OPN","","","","","GRAND DESERT BEACH","0.163","G","","","","","1","2007-11-06","2020-07-31"
"83","17","","00476408","","LAND","HRM","","OPN","","","","","GRAND DESERT BEACH","3.352","G","","","","","1","2007-11-06","2020-07-31"
"84","684","LAND","41023862","0.00000000","LAND","HRM","","OPN","2002-03-05","","","Transaction Summary","EMERALD ESTATES PARK","0.595","G","684","EMERALD ESTATES PARK","","","1","2007-11-06","2017-06-27"
"85","685","LAND","40302648","0.00000000","LAND","HRM","","OPN","1979-12-01","","","Transaction Summary","THREE FATHOM HARBOUR AREA PARKLAND","0.829","G","","","","","1","2007-11-06","2017-03-24"
"86","686","LAND","40289142","0.00000000","LAND","HRM","","OPN","1979-12-01","","","Transaction Summary","SPRUCE COURT DRAINAGE","0.029","G","","","","","1","2007-11-06","2017-03-24"
"87","687","LAND","40677668","0.00000000","LAND","HRM","","OPN","1994-04-01","","","Transaction Summary","GREEN MEADOWS PARK","0.171","G","687","GREEN MEADOWS PARK","","","1","2007-11-06","2017-06-27"
"88","691","LAND","40301210","0.00000000","LAND","HRM","","LAB","1979-12-01","","","Transaction Summary","SCOT'S POND REHAB CAMP","0.175","A","","","","","1","2007-11-06","2017-03-24"
"89","695","LAND","41085697","0.00000000","LAND","HRM","","OPN","2002-09-27","","","Transaction Summary","SCOTSDALE PARK","2.980","G","695","SCOTSDALE PARK","","","1","2007-11-06","2017-06-27"
"90","2810","LAND","40140618","0.00000000","LAND","HRM","","OPN","1986-05-01","","","Transaction Summary","NADINE DRIVE PARK","0.499","G","2810","NADINE DRIVE PARK","","","1","2007-11-06","2017-06-27"
"91","696","LAND","40497489","0.00000000","LAND","HRM","","OPN","1988-08-01","","","Transaction Summary","LORIANN DRIVE PARK","0.277","G","696","LORIANN DRIVE PARK","","","1","2007-11-06","2017-06-27"
"92","710","LAND","40497497","0.00000000","LAND","HRM","","OPN","1988-08-01","","","Transaction Summary","LORIANN DRIVE PARK (PORTERS LAKE AREA)","0.187","G","","","","","1","2007-11-06","2017-03-24"
"93","711","LAND","00483115","0.00000000","LAND","HRM","","VAC","1971-12-01","","","Transaction Summary"," ","1.108","H","","","","","1","2007-11-06","2017-03-24"
"94","311","LAND","00483099","0.00000000","LAND","HRM","","OPN","1956-01-01","","","Transaction Summary","ECOLE BEAU MORAIS PARK","1.218","G","5158","ECOLE DES BEAUX-MARAIS PARK","","","1","2007-11-06","2017-06-27"
"95","712","LAND","00483743","0.00000000","LAND","HRM","","OPN","1979-12-01","","","Transaction Summary","MEADOWVIEW DRIVE PARK","0.127","G","712","MEADOWVIEW DRIVE PARK","","","1","2007-11-06","2017-06-27"
"96","1239","LAND","40242182","0.00000000","LAND","HRM","","LAB","1969-12-01","","","Transaction Summary","STATION #23 CHEZZETCOOK FIRE DEPARTMENT","0.097","B","","","","","1","2007-11-06","2017-03-24"
"97","1238","LAND","40284135","0.00000000","LAND","HRM","","OPN","1981-12-01","","","Transaction Summary","LAKE ECHO COMMUNITY PLAY PARK","1.322","G","1238","LAKE ECHO COMMUNITY PLAY PARK","","","1","2007-11-06","2017-06-27"
"98","1238","LAND","40277535","0.00000000","LAND","HRM","","OPN","1999-02-04","","","Transaction Summary","LAKE ECHO COMMUNITY PLAY PARK","0.877","G","1238","LAKE ECHO COMMUNITY PLAY PARK","","","1","2007-11-06","2017-06-27"
"100","","LAND","40762361","0.00000000","LAND","HRM","","OPN","1997-03-18","","","Transaction Summary","","0.678","","","","","","1","2007-11-06","2021-07-30"
"101","1423","LAND","40165763","15000.00000000","LAND","HRM","","OPN","2004-09-30","","","Transaction Summary","BLUEROCK ROAD PARK","0.187","G","1423","BLUEROCK ROAD PARK","","","1","2007-11-06","2017-06-27"
"102","72","LAND","40809865","0.00000000","LAND","HRM","","OPN","1998-07-08","","","Transaction Summary","O'CONNELL DRIVE ELEMENTARY SCHOOL PARK","0.477","G","72","O'CONNELL DRIVE ELEMENTARY SCHOOL PARK","","","1","2007-11-06","2017-06-27"
"103","3519","LAND","40739559","0.00000000","LAND","HRM","","DRA","1995-11-01","","","Transaction Summary","EXETER CRT DRAINAGE","0.152","H","","","","","1","2007-11-06","2017-03-24"
"105","73","LAND","00497198","0.00000000","LAND","HRM","","OPN","1990-03-01","","","Transaction Summary","CHRISTOPHER LANE PARK","2.543","G","73","CHRISTOPHER LANE PARK","","","1","2007-11-06","2017-06-27"
"106","73","LAND","00637314","0.00000000","LAND","HRM","","OPN","1996-12-05","","","Transaction Summary","CHRISTOPHER LANE PARK","0.488","G","73","CHRISTOPHER LANE PARK","","","1","2007-11-06","2017-06-27"
"107","1322","LAND","40306615","0.00000000","LAND","HRM","","OPN","1992-08-01","","","Transaction Summary","CHEVIOT HILLS PARK","4.357","G","1322","CHEVIOT HILLS PARK","","","1","2007-11-06","2017-06-27"
"108","1322","LAND","40687030","0.00000000","LAND","HRM","","OPN","1995-02-01","","","Transaction Summary","CHEVIOT HILLS PARK","0.266","G","1322","CHEVIOT HILLS PARK","","","1","2007-11-06","2017-06-27"
"109","1319","LAND","40818429","0.00000000","LAND","HRM","","DRA","2000-02-23","","","Transaction Summary"," ","0.063","H","","","","","1","2007-11-06","2017-03-24"
"110","1305","LAND","40396236","0.00000000","LAND","HRM","","OPN","1986-07-01","","","Transaction Summary","COUNTRY LAKE DRIVE PARK","1.047","G","1305","COUNTRY LAKE DRIVE PARK","","","1","2007-11-06","2017-06-27"
"111","425","LAND","40302457","0.00000000","LAND","PRIV","","OPN","1978-12-01","","","Transaction Summary","CARROLLS CORNER COMMUNITY CENTER","1.434","G","425","CARROLLS CORNER COMMUNITY CENTRE PARK","","","1","2007-11-06","2017-06-27"
"112","92","","40863706","","LAND","HRM","","OPN","","","","","DUTCH SETTLEMENT ELEMENTARY SCHOOL","1.464","G","5162","DUTCH SETTLEMENT ELEMENTARY SCHOOL PARK","","","1","2007-11-06","2017-06-27"
"113","430","LAND","40675860","0.00000000","LAND","PRIV","Y","LAB","1979-12-01","2018-11-22","SOLD","Transaction Summary","RIVERLINE ACTIVITY CENTRE","0.429","A","","","","","1","2007-11-06","2018-11-26"
"114","1302","LAND","40217515","0.00000000","LAND","HRM","","OPN","1990-08-01","","","Transaction Summary","DUTCH SETTLEMENT PARK","2.412","G","1302","DUTCH SETTLEMENT PARK","","","1","2007-11-06","2017-06-27"
"116","9997","LAND","41050923","","LAND","PROV","Y","DRA","2001-09-19","2009-03-13","EXCHANGE","Transaction Summary","DRAINAGE","0.044","F","","","","","1","2007-11-06","2016-08-23"
"119","1290","LAND","40481459","0.00000000","LAND","HRM","","VAC","1988-08-01","","","Transaction Summary"," ","1.442","H","","","","","1","2007-11-06","2017-03-24"
"120","1103","LAND","40293623","0.00000000","LAND","HRM","","VAC","1985-10-01","","","Transaction Summary","MINE ROAD VACANT LAND","0.265","H","","","","","1","2007-11-06","2017-03-24"
"121","1101","LAND","40382459","0.00000000","LAND","HRM","","VAC","1910-01-01","","","Transaction Summary"," ","0.124","H","","","","","1","2007-11-06","2017-03-24"
"122","1100","","40149890","","LAND","HRM","","LAB","","","","","PUBLIC PROTECTION","2.115","B","","","","","1","2007-11-06","2017-03-24"
"123","1178","LAND","00515239","0.00000000","LAND","HRM","","LAU","1986-11-01","","","Transaction Summary","AEROTECH WPCP, AREOTECH WTP, & AEROTECH LAGOON","554.820","D","","","","","1","2007-11-06","2017-03-24"
"132","1197","LAND","40149213","0.00000000","LAND","HRM","","UNKN","1984-11-01","","","Transaction Summary","AEROTECH LANDS","0.496","H","","","","","1","2007-11-06","2023-11-28"
"133","1196","LAND","40149213","0.00000000","LAND","HRM","","UNKN","1984-11-01","","","Transaction Summary","AEROTECH LANDS","0.107","H","","","","","1","2007-11-06","2023-11-28"
"136","1827","LAND","00515239","0.00000000","LAND","HRM","","LAU","1986-11-01","","","Transaction Summary","AEROTECH INDUSTRAIL PARK","1.374","D","","","","","1","2007-11-06","2017-03-24"
"139","1182","LAND","41115304","0.00000000","LAND","HRM","","OPN","2003-11-19","","","Transaction Summary","MORNINGTON COURT PARK","1.213","G","1182","MORNINGTON COURT PARK","","","1","2007-11-06","2017-06-27"
"140","1203","LAND","41112863","0.00000000","LAND","HRM","","OPN","2004-03-11","","","Transaction Summary","PERRIN DRIVE PARK","0.917","G","1203","PERRIN DRIVE PARK","","","1","2007-11-06","2017-06-27"
"141","1179","LAND","00495416","0.00000000","LAND","HRM","","LAU","1999-01-26","","","Transaction Summary","DOWNEY RD NORTH PRESTON 1228","0.058","D","","","","","1","2007-11-06","2017-03-24"
"142","2372","LAND","40526857","0.00000000","LAND","HRM","","LAU","1989-01-03","","","Transaction Summary","NORTH PRESTON WPCP","2.261","D","","","","","1","2007-11-06","2017-03-24"
"144","1168","LAND","40658122","0.00000000","LAND","HRM","","LAU","1988-08-01","","","Transaction Summary","DONALD LN NORTH PRESTON 65","0.041","D","","","","","1","2007-11-06","2017-03-24"
"145","1165","LAND","40098998","0.00000000","LAND","HRM","","LAB","1989-11-01","","","Transaction Summary","FIRE STATION 22 - NORTH PRESTON","0.119","B","","","","","1","2007-11-06","2017-08-22"
"146","457","LAND","40164337","0.00000000","LAND","HRM","","OPN","1990-03-01","","","Transaction Summary","LAKE ECHO RECREATIONAL PARK","0.579","G","457","LAKE ECHO COMMUNITY CENTRE PARK","","","1","2007-11-06","2017-06-27"
"147","457","LAND","40164345","0.00000000","LAND","HRM","","OPN","1990-02-01","","","Transaction Summary","LAKE ECHO RECREATIONAL PARK","0.943","G","457","LAKE ECHO COMMUNITY CENTRE PARK","","","1","2007-11-06","2017-06-27"
"148","1164","LAND","40165896","0.00000000","LAND","HRM","","LAB","1971-01-01","","","Transaction Summary","PUBLIC PROTECTION","0.153","B","","","","","1","2007-11-06","2017-03-24"
"149","369","LAND","40142614","0.00000000","LAND","HRM","","OPN","1987-04-01","","","Transaction Summary","BELL PARK ACADEMIC CENTER PARK","2.641","G","5128","BELL PARK ACADEMIC CENTRE PARK","","","1","2007-11-06","2017-06-27"
"150","1160","LAND","40306318","0.00000000","LAND","HRM","","OPN","1988-03-01","","","Transaction Summary","LAKEMIST COURT PARKLAND","0.472","G","1160","LAKEMIST COURT PARK","","","1","2007-11-06","2017-06-27"
"151","1155","","40188864","","LAND","HRM","","VAC","","","",""," ","0.400","H","","","","","1","2007-11-06","2017-03-24"
"152","1152","","00429092","","LAND","HRM","","UNKN","","","",""," ","3.208","H","","","","","1","2007-11-06","2023-11-28"
"153","1145","LAND","40554503","0.00000000","LAND","HRM","","OPN","1990-09-01","","","Transaction Summary","HIGHWAY 7 EAST PRESTON O/S BUFFER","3.772","G","","","","","1","2007-11-06","2017-03-24"
"154","440","LAND","40306136","0.00000000","LAND","HRM","","OPN","1987-02-01","","","Transaction Summary","EAST PRESTON PARK","3.772","G","440","EAST PRESTON PARK","","","1","2007-11-06","2017-06-27"
"155","1237","LAND","40475410","0.00000000","LAND","HRM","","DRA","1996-01-01","","","Transaction Summary","GOLD LANE DRAINAGE CORRIDOR","0.043","D","","","","","1","2007-11-06","2017-03-24"
"156","440","LAND","40188807","0.00000000","LAND","HRM","","OPN","1987-02-01","","","Transaction Summary","EAST PRESTON PARK","0.889","G","440","EAST PRESTON PARK","","","1","2007-11-06","2017-06-27"
"157","1236","LAND","40686206","0.00000000","LAND","HRM","","VAC","1995-01-01","","","Transaction Summary"," ","2.801","H","","","","","1","2007-11-06","2017-03-24"
"158","1234","LAND","40698722","0.00000000","LAND","HRM","","UNKN","1996-01-01","","","Transaction Summary"," ","0.013","H","","","","","1","2007-11-06","2023-11-28"
"159","9997","LAND","40650723","0.00000000","LAND","HRM","","DRA","1996-01-01","","","Transaction Summary","DRAINAGE","0.058","F","","","","","1","2007-11-06","2017-03-24"
"161","","","00624486","","LAND","PRIV","Y","OPN","","2016-11-22","SOLD","","","0.379","","","","","","1","2007-11-06","2019-07-04"
