"ASSET_ID","GROUP_ID","ACQ_TYPE","PID","ACQ_COST","ASSET_TYPE","OWNER","DISPOSAL","MAIN_CLASS","ACQ_DATE","DISP_DATE","DISP_TYPE","ACQDISPSOURCE","LAND_NAME","HECTARES","SERV_CAT","PARK_ID","PARK_NAME","REPL_COST","HRWC_FLAG","ASSET_RECORD_COUNT","HRM_PARCEL_ADDDATE","HRM_PARCEL_MODDATE"
"1214","2669","","00261453","","LAND","HRM","","LAU","","","","","BELMOND/MARION HEIGHTS SUBDIVISION WPCP","0.058","D","","","","","1","2007-11-06","2017-03-24"
"1215","3150","","00374678","","LAND","HW","","LAU","","","","","EASTERN PASSAGE WPCP","2.304","D","","","","","1","2007-11-06","2019-05-08"
"1216","1339","LAND","40825614","0.00000000","LAND","HRM","","UNKN","1956-08-23","","","Transaction Summary"," ","0.029","H","","","","","1","2007-11-06","2023-11-28"
"1218","1169","LAND","00142620","1348785.00000000","LAND","HW","Y","LAU","2003-02-07","2011-08-11","TRANSFER","Transaction Summary","PIER A PUMPING STATION - HARBOUR SOLUTIONS","0.194","D","","","","","1","2007-11-06","2016-08-23"
"1219","1170","","00078527","","LAND","HRM","","OPN","","","","","HALIFAX URBAN GREENWAY PARK","0.082","G","5426","BEAUFORT AVENUE PARK","","","1","2007-11-06","2022-05-19"
"1221","1172","","40343378","","LAND","HRM","","VAC","","","","","ROCKCLIFF EASEMENT","0.021","H","","","","","1","2007-11-06","2017-03-24"
"1222","1173","LAND","00052845","0.00000000","LAND","HRM","","VAC","1975-12-01","","","Transaction Summary"," ","0.083","H","","","","","1","2007-11-06","2017-03-24"
"1224","1175","","00034066","","LAND","HRM","","VAC","","","",""," ","0.004","H","","","","","1","2007-11-06","2017-03-24"
"1225","1176","","00034025","","LAND","HRM","","VAC","","","",""," ","0.012","H","","","","","1","2007-11-06","2017-03-24"
"1227","9997","LAND","40804114","0.00000000","LAND","HRM","","DRA","1982-12-01","","","Transaction Summary","DRAINAGE","0.030","F","","","","","1","2007-11-06","2017-03-24"
"1228","3","LAND","00001289","0.00000000","LAND","HRM","","WAT","1982-12-01","","","Transaction Summary","MARLBOROUGH WOODS PARK","0.092","G","3","MARLBOROUGH WOODS PARK","","","1","2007-11-06","2017-06-27"
"1229","141","LAND","40475535","0.00000000","LAND","HRM","","OPN","1988-02-01","","","Transaction Summary","BILTON LANE OCEAN ACCESS","0.022","C","","","","","1","2007-11-06","2022-05-03"
"1230","141","LAND","40475543","0.00000000","LAND","HRM","","OPN","1988-02-01","","","Transaction Summary","BILTON LANE OCEAN ACCESS","0.006","C","","","","","1","2007-11-06","2022-05-03"
"1231","141","LAND","40475543","0.00000000","LAND","HRM","","OPN","1988-02-01","","","Transaction Summary","BILTON LANE OCEAN ACCESS","0.004","C","","","","","1","2007-11-06","2022-05-03"
"1232","360","LAND","00000117","0.00000000","LAND","HRM","","OPN","1952-06-20","","","Transaction Summary","POINT PLEASANT PARK","0.018","G","360","POINT PLEASANT PARK","","","1","2007-11-06","2017-06-27"
"1233","360","LAND","00000141","0.00000000","LAND","HRM","","OPN","1964-12-01","","","Transaction Summary","POINT PLEASANT PARK","0.121","G","360","POINT PLEASANT PARK","","","1","2007-11-06","2017-06-27"
"1234","406","LAND","00632448","0.00000000","LAND","HRM","","OPN","1974-12-01","","","Transaction Summary","OPEN SPACE NO ACCESS","0.114","G","","","","","1","2007-11-06","2017-03-24"
"1240","3495","LAND","00310623","0.00000000","LAND","HRM","","OPN","1965-09-06","","","Transaction Summary","CUNARD JUNIOR HIGH SCHOOL PARK","1.938","G","3495","CUNARD JUNIOR HIGH SCHOOL PARK","","","1","2007-11-06","2017-06-27"
"1241","3495","LAND","00310276","0.00000000","LAND","HRM","","WAT","1965-09-06","","","Transaction Summary","CUNARD JUNIOR HIGH SCHOOL PARK","0.506","G","3495","CUNARD JUNIOR HIGH SCHOOL PARK","","","1","2007-11-06","2017-06-27"
"1242","1195","","00311894","","LAND","HRM","","LAB","","","","","PUBLIC PROTECTION","0.151","B","","","","","1","2007-11-06","2017-03-24"
"1243","3495","LAND","00310276","0.00000000","LAND","HRM","","OPN","1965-09-06","","","Transaction Summary","CUNARD JUNIOR HIGH SCHOOL PARK","0.090","G","3495","CUNARD JUNIOR HIGH SCHOOL PARK","","","1","2007-11-06","2017-06-27"
"1244","40","LAND","40287252","0.00000000","LAND","HRM","","OPN","1982-12-01","","","Transaction Summary","PINE BLUFF ISLAND PARK","0.389","G","40","PINE BLUFF ISLAND PARK","","","1","2007-11-06","2017-06-27"
"1245","40","LAND","40287245","0.00000000","LAND","HRM","","OPN","1982-12-01","","","Transaction Summary","PINE BLUFF ISLAND PARK","0.033","G","40","PINE BLUFF ISLAND PARK","","","1","2007-11-06","2017-06-27"
"1246","40","LAND","40287245","0.00000000","LAND","HRM","","OPN","1982-12-01","","","Transaction Summary","PINE BLUFF ISLAND PARK","0.439","G","40","PINE BLUFF ISLAND PARK","","","1","2007-11-06","2017-06-27"
"1247","40","LAND","40287237","0.00000000","LAND","HRM","","OPN","1982-12-01","","","Transaction Summary","PINE BLUFF ISLAND PARK","0.036","G","40","PINE BLUFF ISLAND PARK","","","1","2007-11-06","2017-06-27"
"1248","1201","LAND","00286039","0.00000000","LAND","HRM","","VAC","1980-12-01","","","Transaction Summary"," ","0.110","H","","","","","1","2007-11-06","2017-03-24"
"1249","62","LAND","00328369","0.00000000","LAND","HRM","","OPN","1974-11-08","","","Transaction Summary","ACORN ROAD PARK","0.093","G","62","ACORN ROAD PARK","","","1","2009-06-24","2017-06-27"
"1250","62","LAND","40334211","0.00000000","LAND","HRM","","OPN","1988-01-09","","","Transaction Summary","ACORN ROAD PARK","0.015","G","62","ACORN ROAD PARK","","","1","2007-11-06","2017-06-27"
"1251","1204","LAND","00328583","","LAND","PROV","Y","LAB","2006-09-12","2008-06-05","SOLD","Transaction Summary","IDA MAY BROWN BUILDING","0.646","H","","","","","1","2007-11-06","2016-08-23"
"1252","1205","LAND","00284703","0.00000000","LAND","HRM","","OPN","1988-10-01","","","Transaction Summary","WILLIAMS LAKE RD POCKET PARK","0.069","G","5081","WILLIAMS LAKE ROAD POCKET PARK","","","1","2007-11-06","2017-06-27"
"1253","1206","","00328039","","LAND","HRM","","VAC","","","",""," ","0.061","H","","","","","1","2007-11-06","2017-03-24"
"1255","4048","LAND","00285270","24579.00000000","LAND","HRM","","OPN","2004-12-08","","","Transaction Summary","GOVERNOR'S BROOK DISTRICT PARK","0.846","G","5207","GOVERNORS BROOK DISTRICT PARK","","","1","2007-11-06","2017-06-27"
"1256","4048","LAND","40850299","0.00000000","LAND","HRM","","OPN","2002-06-19","","","Transaction Summary","GOVERNOR'S BROOK DISTRICT PARK","0.854","G","5207","GOVERNORS BROOK DISTRICT PARK","","","1","2007-11-06","2017-06-27"
"1257","34","LAND","40850307","0.00000000","LAND","HRM","","OPN","2002-06-19","","","Transaction Summary","HARTLEN PARK","0.333","G","34","HARTLEN PARK","","","1","2007-11-06","2017-06-27"
"1258","34","LAND","40722829","0.00000000","LAND","HRM","","OPN","1995-12-15","","","Transaction Summary","HARTLEN PARK","1.734","G","34","HARTLEN PARK","","","1","2007-11-06","2017-06-27"
"1260","","LAND","40089526","0.00000000","LAND","HRM","","OPN","1974-12-01","","","Transaction Summary","","0.343","","","","","","1","2007-11-06","2019-02-06"
"1261","203","LAND","00333377","0.00000000","LAND","HRM","","OPN","1981-08-09","","","Transaction Summary","CENTRAL SPRYFIELD ELEMENTARY SCHOOL","1.216","G","4022","CENTRAL SPRYFIELD ELEMENTARY SCHOOL PARK","","","1","2007-11-06","2017-06-27"
"1262","1215","LAND","00340273","0.00000000","LAND","HRM","","OPN","1984-04-01","","","Transaction Summary","OLD DALHOUSIE SCHOOL SITE","0.434","G","1215","SHIPSIDE LANE PARK","","","1","2007-11-06","2017-06-27"
"1263","34","LAND","40785909","0.00000000","LAND","HRM","","OPN","1998-12-24","","","Transaction Summary","HARTLEN PARK","0.028","G","34","HARTLEN PARK","","","1","2007-11-06","2017-06-27"
"1264","","LAND","40258923","0.00000000","LAND","HRM","","OPN","1982-12-01","","","Transaction Summary","","0.072","","","","","","1","2007-11-06","2019-02-06"
"1266","","LAND","40722837","0.00000000","LAND","HRM","","OPN","1995-12-15","","","Transaction Summary","","0.778","","","","","","1","2007-11-06","2019-02-06"
"1267","","LAND","40768780","0.00000000","LAND","HRM","","OPN","1997-09-29","","","Transaction Summary","","0.019","","","","","","1","2007-11-06","2019-02-06"
"1268","","LAND","40680548","0.00000000","LAND","HRM","","OPN","1994-04-01","","","Transaction Summary","","0.957","","","","","","1","2007-11-06","2019-02-06"
"1269","","LAND","40040149","0.00000000","LAND","HRM","","OPN","1996-03-18","","","Transaction Summary","","0.020","","","","","","1","2007-11-06","2019-02-06"
"1270","1383","LAND","00334383","0.00000000","LAND","HRM","","OPN","1990-06-01","","","Transaction Summary","OPEN SPACE PARCEL","18.346","G","","","","","1","2007-11-06","2017-03-24"
"1271","","LAND","40577173","0.00000000","LAND","HRM","","OPN","1991-05-01","","","Transaction Summary","","0.664","","","","","","1","2007-11-06","2019-02-06"
"1272","","LAND","40428914","0.00000000","LAND","HRM","","OPN","1988-05-01","","","Transaction Summary","","0.513","","","","","","1","2007-11-06","2019-02-06"
"1273","","LAND","40577181","0.00000000","LAND","HRM","","OPN","1991-05-01","","","Transaction Summary","","0.009","","","","","","1","2007-11-06","2019-02-06"
"1274","","LAND","40680555","0.00000000","LAND","HRM","","OPN","1994-04-01","","","Transaction Summary","","3.836","","","","","","1","2007-11-06","2019-02-06"
"1275","","","40425134","","LAND","HRM","","OPN","","","","","","0.084","","","","","","1","2007-11-06","2019-02-06"
"1276","407","LAND","40180622","0.00000000","LAND","HRM","","OPN","1979-12-01","","","Transaction Summary","UNKNOWN OPEN SPACE","0.064","G","","","","","1","2007-11-06","2017-03-24"
"1277","","LAND","40576837","0.00000000","LAND","HRM","","OPN","1991-03-01","","","Transaction Summary","","0.003","","","","","","1","2007-11-06","2019-02-06"
"1278","","LAND","40489445","0.00000000","LAND","HRM","","OPN","1988-05-01","","","Transaction Summary","","0.022","","","","","","1","2007-11-06","2019-02-06"
"1279","407","LAND","40180622","0.00000000","LAND","HRM","","OPN","1979-12-01","","","Transaction Summary","UNKNOWN OPEN SPACE","5.512","G","","","","","1","2007-11-06","2017-03-24"
"1280","301","LAND","00334060","0.00000000","LAND","HRM","","OPN","1965-08-11","","","Transaction Summary","J L ILSLEY HIGH SCHOOL","3.705","G","4021","J. L. ILSLEY HIGH SCHOOL PARK","","","1","2007-11-06","2017-06-27"
"1285","1398","LAND","40095440","0.00000000","LAND","PRIV","Y","VAC","1956-01-14","2018-03-26","SOLD","Transaction Summary"," ","0.282","H","","","","","1","2007-11-06","2018-10-15"
"1286","1399","LAND","40095945","","LAND","PRIV","Y","LAB","1974-12-01","2009-10-14","SOLD","Transaction Summary","HOME OF THE GUARDIAN ANGEL","0.053","H","","","","","1","2007-11-06","2020-04-27"
"1287","156","","40096034","","LAND","HRM","","OPN","","","","","LYNNETT ROAD PLAYGROUND","0.066","G","156","LYNNETT ROAD PARK","","","1","2007-11-06","2018-09-20"
"1288","1401","","40096026","","LAND","HRM","","OPN","","","",""," ","0.067","G","","","","","1","2007-11-06","2018-09-20"
"1289","1402","LAND","40096018","0.00000000","LAND","HRM","","OPN","1980-12-01","","","Transaction Summary","LYNNETT ROAD PLAYGROUND","0.061","G","","","","","1","2007-11-06","2018-09-20"
"1290","1403","","41502154","","LAND","PRIV","Y","VAC","","2022-05-06","SOLD","","FORMER RIVERVIEW SCHOOL","0.463","H","","","","","1","2007-11-06","2022-05-11"
"1291","1407","LAND","40095267","0.00000000","LAND","HRM","","OPN","1979-12-01","","","Transaction Summary","ROACHES POND PARK","0.264","G","1407","ROCHE'S POND PARK","","","1","2007-11-06","2020-04-27"
"1292","1407","LAND","40095242","0.00000000","LAND","HRM","","OPN","1979-12-01","","","Transaction Summary","ROACHES POND PARK","0.139","G","1407","ROCHE'S POND PARK","","","1","2007-11-06","2020-04-27"
"1293","5040","LAND","00279398","0.00000000","LAND","HRM","","OPN","1985-01-01","","","Transaction Summary","ROACHES POND BALLFIELD PARK","3.775","G","5083","MCINTOSH RUN OFF LEASH DOG PARK","","","1","2007-11-06","2017-06-27"
"1294","1407","LAND","40095259","0.00000000","LAND","HRM","","OPN","1979-12-01","","","Transaction Summary","ROACHES POND PARK","0.087","G","1407","ROCHE'S POND PARK","","","1","2007-11-06","2020-04-27"
"1295","5040","LAND","00279398","0.00000000","LAND","HRM","","OPN","1985-01-01","","","Transaction Summary","ROACHES POND BALLFIELD PARK","2.720","G","5083","MCINTOSH RUN OFF LEASH DOG PARK","","","1","2007-11-06","2017-06-27"
"1296","69","LAND","40266348","0.00000000","LAND","HRM","","LAU","1982-01-12","","","Transaction Summary","SECTION OF MCINTOSH RUN TRAIL","0.427","G","","","","","1","2007-11-06","2022-05-11"
"1297","69","LAND","40266348","0.00000000","LAND","HRM","","LAU","1982-01-12","","","Transaction Summary","SECTION OF MCINTOSH RUN TRAIL","0.051","G","","","","","1","2007-11-06","2022-05-11"
"1299","1412","LAND","00279570","0.00000000","LAND","HW","Y","LAU","1987-04-01","2011-08-11","TRANSFER","Transaction Summary","SEWAGE RETENTION TANK SITE","0.499","D","","","","","1","2007-11-06","2016-08-23"
"1300","2782","LAND","00093690","0.00000000","LAND","HRM","","OPN","1982-12-01","","","Transaction Summary","SPENCER HOUSE","0.067","G","2782","SPENCER HOUSE PARK","","","1","2007-11-06","2017-06-27"
"1301","1414","","00102103","","LAND","HW","Y","LAU","","2008-04-23","SOLD","","PARCEL SOLD TO HALIFAX WATER","0.001","H","","","","","1","2007-11-06","2016-08-23"
"1302","1415","","00102152","","LAND","HW","Y","LAU","","2008-04-23","SOLD","","SOLD PARCEL TO WATER COMMISSION","0.009","H","","","","","1","2007-11-06","2016-08-23"
"1303","344","","00054890","","LAND","HRM","","OPN","","","","","GORSEBROOK PARK","1.924","G","344","GORSEBROOK PARK","","","1","2007-11-06","2017-06-27"
"1304","162","","00142133","","LAND","HRM","","OPN","","","","","INGLIS STREET PARK","0.075","G","162","RAYMOND TAAVEL PARK","","","1","2007-11-06","2017-06-27"
"1305","344","","00053769","","LAND","HRM","","OPN","","","","","GORSEBROOK PARK","0.945","G","344","GORSEBROOK PARK","","","1","2007-11-06","2021-06-16"
"1306","344","","00054932","","LAND","HRM","","OPN","","","","","GORSEBROOK PARK","3.892","G","344","GORSEBROOK PARK","","","1","2007-11-06","2021-06-16"
"1307","344","","00053405","","LAND","HRM","","OPN","","","","","GORSEBROOK PARK","0.878","G","344","GORSEBROOK PARK","","","1","2007-11-06","2021-06-16"
"1308","1421","","00054742","","LAND","HRM","","VAC","","","",""," ","0.011","H","","","","","1","2007-11-06","2017-03-24"
"1311","436","LAND","40396764","0.00000000","LAND","HRM","","OPN","1989-04-01","","","Transaction Summary","CHOCOLATE LAKE COMMUNITY CENTRE","0.252","G","436","CHOCOLATE LAKE COMMUNITY CENTRE PARK","","","1","2007-11-06","2017-06-27"
"1312","436","LAND","00251520","0.00000000","LAND","HRM","","OPN","1947-01-01","","","Transaction Summary","CHOCOLATE LAKE COMMUNITY CENTRE","0.727","G","436","CHOCOLATE LAKE COMMUNITY CENTRE PARK","","","1","2007-11-06","2017-06-27"
"1313","436","","40396962","","LAND","HRM","","OPN","","","","","CHOCOLATE LAKE COMMUNITY CENTRE","0.209","G","436","CHOCOLATE LAKE COMMUNITY CENTRE PARK","","","1","2007-11-06","2022-06-01"
"1314","436","LAND","40396707","0.00000000","LAND","HRM","","OPN","1989-04-01","","","Transaction Summary","CHOCOLATE LAKE COMMUNITY CENTRE","0.028","G","436","CHOCOLATE LAKE COMMUNITY CENTRE PARK","","","1","2007-11-06","2017-06-27"
"1316","436","LAND","40396731","0.00000000","LAND","HRM","","OPN","1989-04-01","","","Transaction Summary","CHOCOLATE LAKE COMMUNITY CENTRE","0.011","G","436","CHOCOLATE LAKE COMMUNITY CENTRE PARK","","","1","2007-11-06","2017-06-27"
"1317","26","LAND","40396756","0.00000000","LAND","HRM","","OPN","1989-04-01","","","Transaction Summary","REGATTA POINT PARK","0.107","G","26","REGATTA POINT PARK","","","1","2007-11-06","2017-06-27"
"1325","1438","LAND","40884561","0.00000000","LAND","HRM","","OPN","2000-05-04","","","Transaction Summary"," ","0.881","G","1438","DEADMAN'S ISLAND PARK","","","1","2007-11-06","2017-06-27"
"1326","1439","LAND","00251488","0.00000000","LAND","HRM","","VAC","1982-12-01","","","Transaction Summary"," ","0.047","H","","","","","1","2007-11-06","2017-03-24"
"1327","26","","40808149","","LAND","HRM","","OPN","","","","","REGATTA POINT PARK","0.028","G","26","REGATTA POINT PARK","","","1","2007-11-06","2017-06-27"
"1328","1438","LAND","40884579","0.00000000","LAND","HRM","","OPN","2000-05-04","","","Transaction Summary"," ","0.380","G","1438","DEADMAN'S ISLAND PARK","","","1","2007-11-06","2017-06-27"
"1329","7700","LAND","40360257","0.00000000","LAND","HRM","","WAT","1973-12-01","","","Transaction Summary","WATER PARCELS - HRM OWNED","0.261","H","","","","","1","2007-11-06","2017-03-24"
"1330","6","LAND","00252684","0.00000000","LAND","HRM","","OPN","1973-12-01","","","Transaction Summary","SIR SANDFORD FLEMING PARK","0.184","G","6","SIR SANDFORD FLEMING PARK","","","1","2007-11-06","2017-06-27"
"1331","6","LAND","00252700","0.00000000","LAND","HRM","","OPN","1990-05-01","","","Transaction Summary","SIR SANDFORD FLEMING PARK","43.736","G","6","SIR SANDFORD FLEMING PARK","","","1","2007-11-06","2017-06-27"
"1332","","LAND","41019639","0.00000000","LAND","HRM","","OPN","2000-05-04","","","Transaction Summary","","0.019","","","","","","1","2007-11-06","2024-05-23"
"1333","6","LAND","00265512","0.00000000","LAND","HRM","","OPN","1974-12-01","","","Transaction Summary","SIR SANDFORD FLEMING PARK","0.052","G","6","SIR SANDFORD FLEMING PARK","","","1","2007-11-06","2017-06-27"
"1334","6","LAND","00265660","0.00000000","LAND","HRM","","OPN","1979-12-01","","","Transaction Summary","SIR SANDFORD FLEMING PARK","0.045","G","6","SIR SANDFORD FLEMING PARK","","","1","2007-11-06","2017-06-27"
"1336","6","LAND","00252700","0.00000000","LAND","HRM","","WAT","1990-05-01","","","Transaction Summary","SIR SANDFORD FLEMING PARK","5.125","G","6","SIR SANDFORD FLEMING PARK","","","1","2007-11-06","2017-06-27"
"1337","307","LAND","00264937","0.00000000","LAND","HRM","","OPN","1944-01-01","","","Transaction Summary","JOHN W MACLEOD ELEMENTARY SCHOOL","1.395","G","4015","JOHN W. MACLEOD PARK","","","1","2007-11-06","2020-10-20"
"1338","1346","LAND","00273300","0.00000000","LAND","HRM","","LAB","1994-05-01","","","Transaction Summary"," ","0.028","H","","","","","1","2007-11-06","2017-03-24"
"1339","280","LAND","00272302","0.00000000","LAND","HRM","","OPN","1961-01-01","","","Transaction Summary","FLEMING TOWER ELEMENTARY SCHOOL","1.491","G","4016","FLEMING TOWER PARK","","","1","2007-11-06","2017-06-27"
"1340","1348","LAND","00273284","0.00000000","LAND","HRM","","LAB","1993-04-01","","","Transaction Summary"," ","0.034","H","","","","","1","2007-11-06","2017-03-24"
"1341","6","LAND","00279794","0.00000000","LAND","HRM","","WAT","1965-07-06","","","Transaction Summary","SIR SANDFORD FLEMING PARK","0.036","G","6","SIR SANDFORD FLEMING PARK","","","1","2007-11-06","2017-06-27"
"1342","6","LAND","00279794","0.00000000","LAND","HRM","","OPN","1965-07-06","","","Transaction Summary","SIR SANDFORD FLEMING PARK","0.054","G","6","SIR SANDFORD FLEMING PARK","","","1","2007-11-06","2017-06-27"
"1343","6","","00279802","","LAND","HRM","","OPN","","","","","SIR SANDFORD FLEMING PARK","0.066","G","6","SIR SANDFORD FLEMING PARK","","","1","2007-11-06","2017-06-27"
"1344","6","LAND","00279851","0.00000000","LAND","HRM","","OPN","1932-01-01","","","Transaction Summary","SIR SANDFORD FLEMING PARK","0.108","G","6","SIR SANDFORD FLEMING PARK","","","1","2007-11-06","2017-06-27"
"1345","6","LAND","00279844","0.00000000","LAND","HRM","","OPN","1965-07-06","","","Transaction Summary","SIR SANDFORD FLEMING PARK","0.043","G","6","SIR SANDFORD FLEMING PARK","","","1","2007-11-06","2017-06-27"
"1346","6","LAND","00279810","0.00000000","LAND","HRM","","OPN","1964-12-01","","","Transaction Summary","SIR SANDFORD FLEMING PARK","0.030","G","6","SIR SANDFORD FLEMING PARK","","","1","2007-11-06","2017-06-27"
"1347","6","LAND","00279869","0.00000000","LAND","HRM","","OPN","1965-07-06","","","Transaction Summary","SIR SANDFORD FLEMING PARK","0.039","G","6","SIR SANDFORD FLEMING PARK","","","1","2007-11-06","2017-06-27"
"1348","6","LAND","00279828","0.00000000","LAND","HRM","","OPN","1964-12-01","","","Transaction Summary","SIR SANDFORD FLEMING PARK","0.023","G","6","SIR SANDFORD FLEMING PARK","","","1","2007-11-06","2017-06-27"
"1349","6","","00279893","","LAND","HRM","","OPN","","","","","SIR SANDFORD FLEMING PARK","0.111","G","6","SIR SANDFORD FLEMING PARK","","","1","2007-11-06","2017-06-27"
"1350","6","LAND","00279836","0.00000000","LAND","HRM","","OPN","1965-07-06","","","Transaction Summary","SIR SANDFORD FLEMING PARK","0.022","G","6","SIR SANDFORD FLEMING PARK","","","1","2007-11-06","2017-06-27"
"1351","6","LAND","00252700","0.00000000","LAND","HRM","","OPN","1990-05-01","","","Transaction Summary","SIR SANDFORD FLEMING PARK","6.379","G","6","SIR SANDFORD FLEMING PARK","","","1","2007-11-06","2017-06-27"
"1352","1360","","00264465","","LAND","HRM","","OPN","","","","","MABOU PARK","0.625","G","1360","WHIMSICAL LAKE PARK","","","1","2007-11-06","2017-06-27"
"1353","1361","LAND","40594756","0.00000000","LAND","HRM","","UNKN","1992-09-01","","","Transaction Summary"," ","0.008","H","","","","","1","2007-11-06","2023-11-28"
"1354","161","","00309864","","LAND","HRM","","OPN","","","","","JOLLIMORE PARK","0.239","G","161","JOLLIMORE PARK","","","1","2007-11-06","2017-06-27"
"1355","161","","40293805","","LAND","HRM","","OPN","","","","","JOLLIMORE PARK","0.098","G","161","JOLLIMORE PARK","","","1","2007-11-06","2017-06-27"
"1356","3494","LAND","00310342","0.00000000","LAND","HRM","","OPN","1994-05-20","","","Transaction Summary","RAVENSCRAIG DRIVE PARK","17.935","G","1369","RAVENSCRAIG DRIVE PARK","","","1","2008-05-07","2017-06-27"
"1357","161","","40301822","","LAND","HRM","","OPN","","","","","JOLLIMORE PARK","0.044","G","161","JOLLIMORE PARK","","","1","2007-11-06","2017-06-27"
"1358","1360","LAND","00311068","0.00000000","LAND","HRM","","OPN","1987-07-01","","","Transaction Summary","MABOU PARK","0.014","G","1360","WHIMSICAL LAKE PARK","","","1","2007-11-06","2017-06-27"
"1359","406","LAND","00368035","0.00000000","LAND","HRM","","OPN","1982-12-01","","","Transaction Summary","OPEN SPACE NO ACCESS","0.013","G","","","","","1","2007-11-06","2017-03-24"
"1360","406","LAND","40047847","0.00000000","LAND","HRM","","OPN","1975-12-01","","","Transaction Summary","OPEN SPACE NO ACCESS","0.086","G","","","","","1","2007-11-06","2017-03-24"
"1361","3494","LAND","00481978","0.00000000","LAND","HRM","","OPN","1987-07-01","","","Transaction Summary","RAVENSCRAIG DRIVE PARK","0.487","G","1369","RAVENSCRAIG DRIVE PARK","","","1","2007-11-06","2017-06-27"
"1363","1371","LAND","00311092","2818.00000000","LAND","HRM","","LAU","2005-11-10","","","Transaction Summary","BRIDGEVIEW DRIVE PARK","0.081","D","5223","BRIDGEVIEW DRIVE PARK","","","1","2007-11-06","2017-06-27"
"1364","3494","LAND","41014614","0.00000000","LAND","HRM","","OPN","2003-04-28","","","Transaction Summary","RAVENSCRAIG DRIVE PARK","0.391","G","1369","RAVENSCRAIG DRIVE PARK","","","1","2007-11-06","2017-06-27"
"1365","1373","LAND","00312033","0.00000000","LAND","PRIV","Y","ITR","1992-03-17","2011-07-19","SOLD","Transaction Summary"," ","0.310","C","","","","","1","2007-11-06","2020-12-14"
"1366","3494","LAND","41014606","0.00000000","LAND","HRM","","OPN","2003-04-28","","","Transaction Summary","RAVENSCRAIG DRIVE PARK","0.192","G","1369","RAVENSCRAIG DRIVE PARK","","","1","2007-11-06","2017-06-27"
"1367","1375","","00310409","","LAND","HRM","","LAU","","","","","WILLIAMS LAKE PUMP STATION","0.097","D","","","","","1","2007-11-06","2017-03-24"
"1368","3494","","00310359","","LAND","HRM","","OPN","","","","","RAVENSCRAIG DRIVE PARK","0.058","G","1369","RAVENSCRAIG DRIVE PARK","","","1","2007-11-06","2017-06-27"
"1369","3494","","00310367","","LAND","HRM","","OPN","","","","","RAVENSCRAIG DRIVE PARK","0.061","G","1369","RAVENSCRAIG DRIVE PARK","","","1","2007-11-06","2017-06-27"
"1370","1378","LAND","00286906","0.00000000","LAND","PRIV","","LAB","1950-01-01","","","Transaction Summary","LAND ASSOCIATED WITH SENIORS COMPLEX","0.684","G","","","","","1","2007-11-06","2023-02-20"
"1372","1380","LAND","00284604","0.00000000","LAND","HRM","","VAC","1982-12-01","","","Transaction Summary"," ","0.065","H","","","","","1","2007-11-06","2017-03-24"
"1373","1381","LAND","40867087","0.00000000","LAND","HRM","","OPN","2000-04-25","","","Transaction Summary","OPEN SPACE","0.368","G","","","","","1","2007-11-06","2017-03-24"
"1374","1382","","00232769","","LAND","HRM","","OPN","","","","","UNKNOWN RETENTION POND","0.158","G","","","","","1","2007-11-06","2018-11-22"
"1375","1505","LAND","40380412","0.00000000","LAND","HRM","","OPN","1986-04-01","","","Transaction Summary"," ","8.061","H","","","","","1","2007-11-06","2017-03-24"
"1376","154","LAND","40179517","0.00000000","LAND","HRM","","OPN","1989-09-01","","","Transaction Summary","EDWARD DRILLO PARK","1.000","G","154","EDWARD DRILLIO PARK","","","1","2007-11-06","2017-06-27"
"1377","154","LAND","40457020","0.00000000","LAND","HRM","","OPN","1959-01-01","","","Transaction Summary","EDWARD DRILLO PARK","0.241","G","154","EDWARD DRILLIO PARK","","","1","2007-11-06","2017-06-27"
"1378","386","LAND","40830911","0.00000000","LAND","HRM","","OPN","1998-05-08","","","Transaction Summary","SPRINGVALE ELEMENTARY SCHOOL","1.409","G","4018","SPRINGVALE ELEMENTARY SCHOOL PARK","","","1","2007-11-06","2017-06-27"
"1379","1509","","00208355","","LAND","HRM","","LAU","","","","","ARMDALE PUMPING STATION","0.019","D","","","","","1","2007-11-06","2017-03-24"
"1380","154","LAND","40179723","0.00000000","LAND","HRM","","OPN","1978-12-01","","","Transaction Summary","EDWARD DRILLO PARK","0.442","G","154","EDWARD DRILLIO PARK","","","1","2007-11-06","2017-06-27"
"1381","154","LAND","41082785","0.00000000","LAND","HRM","","OPN","2003-08-06","","","Transaction Summary","EDWARD DRILLO PARK","0.006","G","154","EDWARD DRILLIO PARK","","","1","2007-11-06","2017-06-27"
"1383","1513","LAND","00300848","1.00000000","LAND","HW","","LAU","2019-04-26","","","Transaction Summary","BALCOM DRIVE PUMP STATION","0.056","D","","","","","1","2007-11-06","2019-05-08"
"1384","5034","","00258269","","LAND","HRM","","LAU","","","","","CHOCOLATE LAKE DAM","0.190","","","","","","1","2007-11-06","2022-06-01"
"1385","1515","LAND","40634032","0.00000000","LAND","HRM","","OPN","","","","Transaction Summary"," ","0.022","G","1515","BIRCHWOOD PARK","","","1","2007-11-06","2017-06-27"
"1386","1516","LAND","40663973","0.00000000","LAND","HRM","","OPN","1993-09-01","","","Transaction Summary","CHAIN LAKE PARK","3.291","G","1516","CHAIN LAKE PARK","","","1","2007-11-06","2017-06-27"
